Brand,Model,Year,Mileage,Condition,Price,Number of Cylinders,Engine Capacity,Ratings,Color
Toyota,Highlander,2003,118006,Locally Used, 3328000,,3000.0,,Green
Nissan,Altima,2007,241606,Locally Used, 2940000,,2500.0,,black
Toyota,Corolla,2005,223938,Locally Used, 3120000,,1800.0,,Blue
Ford,Explorer,2001,181295,Locally Used, 3675000,,4000.0,,gold
Nissan,Altima,2000,183215,Locally Used, 1050000,,1800.0,,burgandy
Toyota,Camry,2007,169887,Locally Used, 2625000,,2400.0,,Grey
Volkswagen,Passat,2009,201489,Locally Used, 1260000,,1800.0,,black
Ford,Expedition,2005,211260,Locally Used, 2100000,,5400.0,,Green
Honda,Accord,2003,239787,Locally Used, 1664000,,2400.0,,gold
Honda,Accord,2005,263115,Locally Used, 1260000,,2500.0,,Red
Toyota,Camry,2003,294389,Locally Used, 1575000,,2400.0,,black
Toyota,Corolla,2010,259112,Locally Used, 1575000,,1800.0,,black
Toyota,Camry,2008,353147,Locally Used, 2730000,,2400.0,,Silver
Nissan,Sentra,2010,125349,Locally Used, 1575000,,2000.0,,black
Honda,Pilot,2009,153312,Locally Used, 3675000,,3500.0,,black
Toyota,Camry,1999,417054,Locally Used, 1560000,,2200.0,,Grey
Honda,Accord,2005,208503,Foreign Used, 2520000,,2400.0,,Grey
Toyota,RAV4,2005,126795,Locally Used, 2205000,,2400.0,,black
Toyota,4-Runner,2008,93037,Locally Used, 5400000,6.0,4000.0,,Red
Toyota,Corolla,2014,40396,Locally Used, 5008500,,1800.0,,Grey
Mercedes-Benz,GLA 250,2015,98233,Foreign Used, 16640000,,2400.0,,Grey
Toyota,Camry,2002,115313,Locally Used, 1976000,,3000.0,,black
Toyota,RAV4,2008,190590,Locally Used, 3260250,,2500.0,,Silver
Lexus,RX 350,2017,48009,Locally Used, 26250000,,3500.0,,White
Lexus,RX 350,2011,136195,Locally Used, 9360000,,3500.0,,Silver
Toyota,Yaris,2007,232115,Locally Used, 1785000,,1300.0,,Blue
Volkswagen,Passat,1997,246783,Locally Used, 1050000,,1800.0,,black
Toyota,Hilux,2007,218751,Locally Used, 4200000,,2700.0,,Green
Toyota,Camry,2009,148600,Locally Used, 2929500,,2400.0,,Blue
Toyota,Corolla,2009,80225,Locally Used, 2625000,4.0,1800.0,,Grey
Lexus,RX 330,2004,213521,Locally Used, 2730000,,3500.0,,Silver
Ford,Edge,2010,284713,Locally Used, 2835000,,3500.0,,black
Honda,Accord,2004,1237,Locally Used, 1560000,,3000.0,,White
Honda,Accord,2004,1237,Locally Used, 1560000,,3000.0,,White
Toyota,Camry,2012,67894,Locally Used, 3990000,,2500.0,,Grey
Toyota,RAV4,2007,235003,Locally Used, 3045000,,3500.0,,Silver
Nissan,Primera,1996,147388,Locally Used, 1050000,,1600.0,,Silver
Mercedes-Benz,C240,2003,271341,Locally Used, 1768000,,2600.0,,gold
Lexus,IS,2007,305497,Foreign Used, 3465000,,2500.0,,Grey
Volkswagen,Jetta,2007,106593,Locally Used, 1680000,,1600.0,,gold
Jeep,Liberty,2005,289211,Locally Used, 1050000,,3700.0,,black
Honda,Accord,2007,221275,Locally Used, 1470000,,2400.0,,Silver
Honda,Odyssey,2002,133727,Locally Used, 1365000,,3500.0,,Silver
Toyota,Solara,2000,226210,Locally Used, 1050000,,1800.0,,black
Toyota,Sienna,2004,254534,Locally Used, 3375000,,3300.0,,Silver
Honda,Accord,2003,225481,Locally Used, 1560000,,2400.0,,White
Honda,Civic,2005,530335,Locally Used, 1560000,4.0,1700.0,,Grey
Kia,Rio,2012,34062,Locally Used, 1260000,,1400.0,,Blue
Toyota,Corolla,2009,138366,Foreign Used, 4410000,,1800.0,,black
Mercedes-Benz,M Class,2011,95334,Locally Used, 5565000,,3500.0,,Grey
Ford,Edge,2008,290102,Locally Used, 1275000,,3500.0,,Grey
Toyota,Camry,2005,259084,Locally Used, 1890000,,2400.0,,Grey
Toyota,Corolla,2006,173429,Locally Used, 1890000,,1800.0,,Silver
Honda,Pilot,2004,140472,Locally Used, 1260000,,3500.0,,Silver
Mazda,CX-9,2010,209593,Locally Used, 3675000,,3700.0,,White
Kia,Rio,2014,78345,Locally Used, 3848000,,1800.0,,brown
Hyundai,Sonata,2007,212144,Locally Used, 1365000,,3300.0,,Grey
Toyota,Corolla,2006,173429,Locally Used, 1890000,,1800.0,,Silver
Toyota,Corolla,2006,252121,Locally Used, 1664000,,1800.0,,Blue
Kia,Rio,2014,78345,Locally Used, 3848000,,1800.0,,brown
Kia,Cerato,2013,88701,Locally Used, 2310000,,1600.0,,Silver
Toyota,RAV4,2010,111428,Locally Used, 3360000,,2400.0,,Silver
Toyota,Camry,2012,148313,Foreign Used, 6500000,,3500.0,,brown
Volkswagen,Jetta,2001,237332,Locally Used, 1050000,,2000.0,,black
Mazda,CX-9,2010,209593,Locally Used, 3675000,,3700.0,,White
Honda,Civic,2008,137387,Locally Used, 1175000,,1800.0,,black
Toyota,Camry,2005,259084,Locally Used, 1890000,,2400.0,,Grey
Toyota,Camry,2009,148600,Locally Used, 2929500,,2400.0,,Blue
Toyota,Corolla,2009,289458,Locally Used, 4472000,,1800.0,,Silver
Nissan,Rogue,2012,233697,Locally Used, 3047625,,2500.0,,black
Honda,Accord,2007,246676,Foreign Used, 2310000,4.0,2400.0,,gold
Honda,Civic,2006,224532,Locally Used, 2028000,,1800.0,,Blue
Toyota,Camry,2002,341093,Locally Used, 1365000,,2400.0,,gold
BMW,325i,2003,371149,Locally Used, 1995000,,3000.0,,Grey
Mazda,CX-9,2008,93246,Foreign Used, 5000000,,3700.0,,Red
Hyundai,Sonata,2007,374028,Locally Used, 1260000,6.0,2400.0,,Silver
Honda,Odyssey,2000,510090,Locally Used, 1575000,,3500.0,,Grey
Volkswagen,Jetta,2007,170188,Locally Used, 2310000,,2500.0,,black
Mazda,CX-7,2008,278583,Foreign Used, 1785000,,2300.0,,black
Mercedes-Benz,M Class,2007,147788,Locally Used, 3570000,6.0,3500.0,,Silver
Toyota,Tacoma,2005,200494,Locally Used, 4725000,,2500.0,,Silver
Mercedes-Benz,C300,2008,307354,Locally Used, 3465000,,3500.0,,black
Volkswagen,Passat,2004,266546,Locally Used, 1365000,,1800.0,,Grey
Toyota,Corolla,2006,231749,Locally Used, 2310000,,1800.0,,Red
Peugeot,607,2004,278206,Locally Used, 2100000,,2000.0,,Blue
Toyota,Corolla,2007,251272,Locally Used, 1470000,,1600.0,,Silver
Honda,Civic,2008,166341,Locally Used, 3328000,4.0,2000.0,,black
Honda,Accord,2011,56564,Locally Used, 2404500,,3500.0,,White
Volkswagen,Polo,2013,130829,Locally Used, 1890000,,1600.0,,Silver
Honda,City,2010,220454,Locally Used, 2100000,,1800.0,,black
Honda,Accord,2009,194038,Locally Used, 2310000,,2400.0,,black
Toyota,Camry,2008,181596,Foreign Used, 4158000,,3300.0,,White
Lexus,ES,2011,158587,Locally Used, 4515000,6.0,3500.0,,Silver
Peugeot,607,2009,248404,Locally Used, 2625000,,2200.0,,Grey
Toyota,Camry,2008,53745,Locally Used, 2475000,,2400.0,,Silver
Honda,Accord,2011,56564,Locally Used, 2404500,,3500.0,,White
Honda,City,2010,220454,Locally Used, 2100000,,1800.0,,black
Toyota,Camry,2008,53745,Locally Used, 2475000,,2400.0,,Silver
Toyota,Camry,2004,333822,Locally Used, 1984500,4.0,2400.0,,Blue
Volkswagen,Polo,2013,130829,Locally Used, 1890000,,1600.0,,Silver
Toyota,Corolla,2007,259029,Locally Used, 1470000,,1800.0,,black
Honda,Accord,2008,205867,Locally Used, 2328750,,2400.0,,gold
Volkswagen,Golf,2001,276256,Foreign Used, 2025000,,1600.0,,Silver
Peugeot,607,2004,278206,Locally Used, 2100000,,2000.0,,Blue
Lexus,GX,2010,192551,Locally Used, 14377500,8.0,4600.0,,Grey
Honda,Accord,2009,194038,Locally Used, 2310000,,2400.0,,black
Toyota,Camry,2002,341093,Locally Used, 1365000,,2400.0,,gold
Honda,Pilot,2006,171666,Locally Used, 2100000,,3500.0,,Grey
Honda,Accord,2003,361798,Locally Used, 1010000,,2400.0,,Grey
Mercedes-Benz,C300,2012,102559,Locally Used, 4200000,,3000.0,,black
Honda,Pilot,2003,373685,Locally Used, 1680000,,3500.0,,Silver
Honda,Pilot,2006,171666,Locally Used, 2100000,,3500.0,,Grey
Toyota,Camry,2013,102263,Locally Used, 3600000,4.0,2500.0,,Red
Volkswagen,Golf,2001,276256,Foreign Used, 2025000,,1600.0,,Silver
Peugeot,307,2009,283600,Locally Used, 1470000,,2000.0,,gold
Lexus,RX 350,2008,153833,Locally Used, 4305000,,3500.0,,black
Toyota,Corolla,2002,405472,Locally Used, 1050000,,1800.0,,black
Toyota,Corolla,2006,207252,Locally Used, 1365000,,1800.0,,Blue
Toyota,Sienna,1999,118883,Locally Used, 1560000,,3000.0,,gold
Toyota,Corolla,2010,220471,Locally Used, 3900000,,1800.0,,Silver
Honda,Civic,2007,348097,Locally Used, 1768000,,1800.0,,Grey
Toyota,Camry,1997,477811,Locally Used, 1365000,,2500.0,,gold
Toyota,Matrix,2007,160876,Locally Used, 2250000,,1800.0,,Red
Toyota,Corolla,2006,207252,Locally Used, 1365000,,1800.0,,Blue
Hyundai,Elantra,2008,126493,Locally Used, 2600000,,2000.0,,black
Mercedes-Benz,CLA-Class,2014,204491,Locally Used, 8550000,,2400.0,,black
Toyota,Camry,1997,333546,Locally Used, 1050000,,3200.0,,Blue
Toyota,Sienna,2000,213880,Locally Used, 1575000,,3000.0,,White
Honda,CR-V,2000,425480,Locally Used, 1248000,4.0,2000.0,,Silver
Toyota,Camry,2013,102263,Locally Used, 3600000,4.0,2500.0,,Red
Honda,Civic,2007,348097,Locally Used, 1768000,,1800.0,,Grey
Toyota,Corolla,2002,405472,Locally Used, 1050000,,1800.0,,black
Honda,Civic,2007,147631,Locally Used, 1554000,,1300.0,,Silver
Mercedes-Benz,C300,2015,200818,Locally Used, 10125000,,2000.0,,black
Toyota,Highlander,2010,162621,Foreign Used, 9562500,,3500.0,,black
Toyota,Corolla,2005,87618,Locally Used, 2205000,4.0,1800.0,,Grey
Honda,Accord Crosstour,2010,54097,Locally Used, 4784000,,3500.0,,black
Lexus,ES,2007,146223,Locally Used, 4732000,,3500.0,,black
Toyota,Corolla,2004,99906,Locally Used, 3640000,,1800.0,,Silver
Lexus,ES,2007,193460,Locally Used, 4160000,,3500.0,,Silver
Toyota,Land Cruiser Prado,2014,149674,Locally Used, 16800000,4.0,2700.0,,black
Toyota,Camry,2015,92360,Locally Used, 6800000,4.0,2500.0,,Grey
Toyota,Sienna,2007,500544,Foreign Used, 5720000,6.0,3500.0,,White
Toyota,RAV4,2007,109651,Locally Used, 4056000,4.0,3500.0,,Silver
Toyota,Camry,2007,322278,Locally Used, 3852000,,3500.0,,Grey
Lexus,ES,2011,158587,Locally Used, 4515000,6.0,3500.0,,Silver
Toyota,Camry,2007,373194,Locally Used, 2935000,,2400.0,,gold
Lexus,ES,2003,292932,Locally Used, 2310000,6.0,3300.0,,beige
Mitsubishi,Pajero,2013,162472,Locally Used, 5565000,,3500.0,,black
Toyota,Sequoia,2001,277582,Locally Used, 2625000,,4700.0,,purple
Toyota,Camry,1997,536446,Locally Used, 1252500,,2200.0,,black
Toyota,Camry,2004,214211,Locally Used, 1575000,,2400.0,,Blue
Honda,Odyssey,2005,186773,Locally Used, 2310000,4.0,3500.0,,Silver
Toyota,Camry,2008,114262,Locally Used, 3848000,,3500.0,,Silver
Honda,Accord,2003,212450,Locally Used, 1012500,,2400.0,,Silver
Lexus,ES,2005,311357,Locally Used, 3140000,,3300.0,,Grey
Kia,Rio,2005,201633,Locally Used, 840000,,1400.0,,Silver
Lexus,ES,2013,121262,Foreign Used, 10080000,,3500.0,,White
Honda,CR-V,1999,346418,Locally Used, 748000,,2000.0,,black
Toyota,Corolla,1997,350248,Locally Used, 1575000,,1800.0,,Silver
Honda,Pilot,2003,327622,Locally Used, 1687500,6.0,3500.0,,Grey
Hyundai,Sonata,2018,175511,Locally Used, 5985000,4.0,2400.0,,Silver
Honda,Accord,2005,218415,Locally Used, 2288000,,2400.0,,Grey
Hyundai,Sonata,2012,238262,Locally Used, 4160000,,2400.0,,Blue
Honda,Accord,2006,344809,Locally Used, 2025000,,2000.0,,Silver
Honda,Accord,2006,151053,Locally Used, 1512000,,2400.0,,Blue
Toyota,Camry,2012,126159,Foreign Used, 6760000,,2500.0,,Red
Hyundai,Elantra,2005,382771,Locally Used, 945000,,2000.0,,Silver
Toyota,Camry,2007,139479,Locally Used, 3120000,6.0,3500.0,,Blue
Lexus,ES,2007,302470,Locally Used, 3465000,,3500.0,,Grey
Mercedes-Benz,GL-Class,2013,142225,Locally Used, 15600000,,4700.0,,Silver
Honda,City,2007,357519,Locally Used, 945000,,1600.0,,Grey
Toyota,Camry,1998,409927,Foreign Used, 997500,,2000.0,,Green
Toyota,Camry,2000,444274,Locally Used, 785000,,2200.0,,Silver
Ford,Edge,2013,42856,Locally Used, 4992000,,3500.0,,black
Toyota,Camry,2004,220877,Locally Used, 2808000,,2400.0,,gold
Mercedes-Benz,C300,2010,142379,Locally Used, 3780000,,3500.0,,White
Toyota,Corolla,2012,102422,Locally Used, 2940000,,1800.0,,Grey
Toyota,Camry,1999,220048,Locally Used, 945000,,2200.0,,Grey
Hyundai,Sonata,2007,129652,Locally Used, 2025000,,3300.0,,black
Nissan,Sentra,2007,85459,Locally Used, 840000,4.0,1800.0,,Grey
Honda,CR-V,1998,223359,Locally Used, 892500,,2400.0,,Blue
Toyota,Camry,2004,283760,Locally Used, 2288000,4.0,2400.0,,Grey
Honda,Pilot,2005,172542,Locally Used, 2288000,,3500.0,,Silver
Lexus,ES,2008,502157,Locally Used, 5720000,6.0,3500.0,,gold
Toyota,Camry,2012,115797,Locally Used, 6240000,,2400.0,,Red
Mercedes-Benz,E350,2010,275116,Foreign Used, 6300000,6.0,3500.0,,black
Kia,Rio,2008,156218,Locally Used, 840000,,1400.0,,black
Volkswagen,Golf,1999,344472,Locally Used, 840000,,2200.0,,Blue
Kia,Rio,2008,256331,Locally Used, 997500,,1600.0,,black
Toyota,Camry,2007,159159,Locally Used, 3640000,,2400.0,,gold
Toyota,Camry,2011,331424,Foreign Used, 5040000,4.0,2500.0,,Grey
Lexus,ES,2007,100163,Locally Used, 7280000,,3500.0,,gold
Kia,Rio,2009,295416,Locally Used, 735000,,1500.0,,black
Hyundai,Accent,2012,134394,Locally Used, 1300000,,1600.0,,Silver
Honda,Accord,2005,261366,Locally Used, 945000,,2000.0,,Blue
Nissan,Primera,2000,215346,Locally Used, 735000,4.0,2400.0,,Red
Mercedes-Benz,GL-Class,2008,252873,Locally Used, 5720000,8.0,4600.0,,black
Nissan,Primera,1997,292500,Locally Used, 792500,,1400.0,,black
Hyundai,Accent,2016,45797,Locally Used, 4200000,4.0,1400.0,,black
Honda,Accord,2001,231211,Locally Used, 988000,,2300.0,,gold
Honda,Accord,2001,231211,Locally Used, 988000,,2300.0,,gold
Honda,Accord,2001,270961,Locally Used, 714000,,2300.0,,Red
Toyota,Highlander,2015,81302,Foreign Used, 15120000,,3500.0,,Red
Volkswagen,Jetta,2009,105933,Locally Used, 2100000,,2500.0,,Blue
Toyota,RAV4,1994,295413,Locally Used, 840000,,1600.0,,Blue
Honda,Civic,2001,770038,Locally Used, 892500,4.0,1700.0,,Blue
Toyota,Venza,2009,126257,Locally Used, 3675000,,3500.0,,White
Toyota,Camry,2009,224686,Locally Used, 1785000,,2400.0,,Grey
Toyota,Hilux,2010,24528,Locally Used, 5775000,4.0,2000.0,,black
Toyota,Sienna,2004,147637,Locally Used, 3120000,,3300.0,,White
Toyota,Tundra,2007,156511,Locally Used, 5040000,,5700.0,,brown
Toyota,Tundra,2007,114995,Locally Used, 5350000,8.0,5700.0,,black
Ford,Edge,2013,130219,Locally Used, 4668000,,3500.0,,Silver
Toyota,Camry,2007,78023,Locally Used, 2625000,,2400.0,,Green
Toyota,Camry,2011,162791,Foreign Used, 4305000,,2400.0,,Grey
Toyota,Camry,2011,380921,Foreign Used, 5200000,,2500.0,,Grey
Toyota,Sienna,2012,142717,Locally Used, 5250000,,3500.0,,gold
Hyundai,Sonata,2011,178467,Locally Used, 3432000,,2400.0,,Blue
Hyundai,Sonata,2016,221776,Foreign Used, 7035000,,2400.0,,Blue
Lexus,IS,2008,133420,Locally Used, 4160000,,3500.0,,Red
Toyota,RAV4,2007,270449,Locally Used, 3150000,4.0,2400.0,,Blue
Land Rover,Range Rover,2012,72682,Locally Used, 6380000,,4000.0,,Grey
Hyundai,Elantra,2013,91321,Locally Used, 3432000,,1800.0,,black
Toyota,Camry,2015,53724,Locally Used, 6090000,,2500.0,,black
Toyota,Corolla,2005,353300,Locally Used, 2600000,,1800.0,,Silver
Toyota,Corolla,2005,353300,Locally Used, 2600000,,1800.0,,Silver
Toyota,Camry,2015,53724,Locally Used, 6090000,,2500.0,,black
Toyota,Camry,2009,204250,Locally Used, 3432000,,2400.0,,Silver
Toyota,Venza,2013,140635,Locally Used, 9880000,,3500.0,,Silver
Ford,Explorer,2013,233283,Locally Used, 4725000,,3500.0,,black
Toyota,Tacoma,2007,104438,Foreign Used, 5550000,,4000.0,,Blue
Toyota,Tundra,2008,311273,Foreign Used, 6300000,,5700.0,,Red
Toyota,HiAce,2007,80513,Foreign Used, 9450000,,2800.0,,Silver
Toyota,Corolla,2009,241182,Locally Used, 3536000,,1800.0,,Red
Toyota,RAV4,2019,78836,Locally Used, 19950000,,2500.0,,Blue
Kia,Sorento,2011,114189,Locally Used, 4095000,,3300.0,,black
Toyota,Hilux,2012,110928,Locally Used, 9360000,,3500.0,,White
Toyota,Camry,2010,79354,Locally Used, 3848000,,2500.0,,Grey
Toyota,Hilux,2012,110928,Locally Used, 9360000,,3500.0,,White
Toyota,Camry,2010,79354,Locally Used, 3848000,,2500.0,,Grey
Toyota,Avalon,2007,148988,Locally Used, 3600000,,3500.0,,White
Toyota,Corolla,2011,160113,Locally Used, 4160000,,1800.0,,black
Toyota,HiAce,2007,80513,Foreign Used, 9450000,,2800.0,,Silver
Kia,Sorento,2011,114189,Locally Used, 4095000,,3300.0,,black
Toyota,Camry,2007,179168,Locally Used, 3016000,,2400.0,,black
Acura,TL,2012,111334,Foreign Used, 7592000,6.0,3500.0,,White
Toyota,Sienna,2006,136775,Foreign Used, 4305000,,3300.0,,gold
Toyota,Highlander,2015,165406,Foreign Used, 14175000,,3500.0,,burgandy
Toyota,Land Cruiser,2014,103985,Locally Used, 23100000,,5700.0,,black
Ford,Explorer,2013,233283,Locally Used, 4725000,,3500.0,,black
Mercedes-Benz,CLA-Class,2016,132332,Foreign Used, 12075000,,2000.0,,White
Toyota,Camry,2006,77532,Foreign Used, 4160000,,2400.0,,Grey
Toyota,Camry,2011,230512,Foreign Used, 4784000,4.0,2500.0,,Silver
Hyundai,Sonata,2011,142243,Locally Used, 3432000,,2400.0,,beige
Toyota,Land Cruiser,2014,103985,Locally Used, 23100000,,5700.0,,black
Toyota,Sienna,2011,63713,Foreign Used, 7350000,,3500.0,,Grey
Lexus,ES,2007,181974,Locally Used, 3640000,,3500.0,,Red
Toyota,Camry,2007,300288,Locally Used, 2912000,,2400.0,,black
Toyota,Camry,2011,88333,Foreign Used, 4992000,,2500.0,,Silver
Mercedes-Benz,CLA-Class,2014,101487,Foreign Used, 10500000,,2000.0,,Grey
Toyota,Tacoma,2007,50290,Locally Used, 5250000,,2700.0,,Blue
Toyota,Corolla,2011,235530,Locally Used, 4160000,,1800.0,,Grey
Mercedes-Benz,GLK-Class,2012,182470,Foreign Used, 8925000,6.0,3500.0,,Grey
Toyota,Corolla,2009,187689,Locally Used, 3536000,,1800.0,,black
Toyota,Corolla,2009,80748,Locally Used, 3276000,,1800.0,,Blue
Toyota,RAV4,2006,120446,Locally Used, 3150000,,2700.0,,Silver
Toyota,Avalon,2013,137918,Foreign Used, 8100000,,3500.0,,White
Lexus,IS,2015,117114,Foreign Used, 14768000,,2500.0,,black
Toyota,Camry,2011,88333,Foreign Used, 4992000,,2500.0,,Silver
Toyota,Camry,2007,378925,Locally Used, 2625000,,2400.0,,Grey
Toyota,Camry,2011,140842,Foreign Used, 4992000,4.0,2500.0,,Grey
Lexus,ES,2005,231791,Locally Used, 3536000,,3300.0,,Green
Toyota,Sienna,2011,63713,Foreign Used, 7350000,,3500.0,,Grey
Toyota,Corolla,2009,187689,Locally Used, 3536000,,1800.0,,black
Toyota,Sequoia,2008,198169,Locally Used, 7400000,,5700.0,,black
Lexus,ES,2012,93891,Locally Used, 4830000,,3500.0,,White
Toyota,Camry,2007,300288,Locally Used, 2912000,,2400.0,,black
Toyota,Corolla,2010,115620,Foreign Used, 4315000,,1800.0,,Red
Acura,MDX,2007,224589,Foreign Used, 5000000,,3700.0,,Green
Toyota,Sienna,2006,160772,Foreign Used, 6032000,,3500.0,,Silver
Toyota,RAV4,2006,120446,Locally Used, 3150000,,2700.0,,Silver
Lexus,IS,2015,117114,Foreign Used, 14768000,,2500.0,,black
Toyota,Camry,2007,188413,Locally Used, 3224000,,2400.0,,Red
Toyota,Highlander,2008,173811,Foreign Used, 7592000,,3300.0,,black
Toyota,Avalon,2015,137872,Foreign Used, 12480000,6.0,3500.0,,black
Ford,Edge,2013,92118,Locally Used, 4160000,,3500.0,,Grey
Toyota,Corolla,2009,95362,Locally Used, 3848000,,1800.0,,White
Ford,Edge,2016,52184,Locally Used, 14560000,,3500.0,,black
Toyota,Corolla,2007,270248,Locally Used, 3640000,,1800.0,,Green
Lexus,ES,2005,231791,Locally Used, 3536000,,3300.0,,Green
Ford,Explorer,2011,259142,Foreign Used, 7320000,,3500.0,,Blue
Toyota,RAV4,2009,100271,Locally Used, 4004000,,3500.0,,Silver
Toyota,Highlander,2006,304319,Foreign Used, 5200000,,3300.0,,black
Toyota,Highlander,2015,182190,Foreign Used, 18720000,,3500.0,,White
Lexus,GX,2014,169188,Locally Used, 19880000,8.0,4600.0,,White
Toyota,Tacoma,2007,50290,Locally Used, 5250000,,2700.0,,Blue
Mercedes-Benz,GL-Class,2007,235543,Foreign Used, 6090000,,4700.0,,Blue
Toyota,Hilux,2012,189367,Locally Used, 6300000,,2700.0,,White
Toyota,Highlander,2012,130781,Foreign Used, 9975000,6.0,2700.0,,black
Toyota,Camry,2009,236152,Locally Used, 3640000,,2500.0,,Silver
Ford,Explorer,2009,128563,Locally Used, 9975000,,4000.0,,brown
Toyota,Highlander,2013,146766,Foreign Used, 10500000,,3500.0,,Grey
Toyota,Camry,2007,180398,Foreign Used, 4368000,,2400.0,,Green
Toyota,Highlander,2013,220088,Locally Used, 7500000,,3500.0,,Grey
Lexus,GX,2015,55940,Locally Used, 19760000,8.0,4600.0,,black
Honda,Crosstour,2012,248100,Foreign Used, 6000000,,3500.0,,Grey
Toyota,Corolla,2009,95362,Locally Used, 3848000,,1800.0,,White
Toyota,Camry,2003,135586,Foreign Used, 3640000,,3000.0,,gold
Ford,Edge,2016,52184,Locally Used, 14560000,,3500.0,,black
Toyota,Corolla,2011,269139,Foreign Used, 5720000,,1800.0,,Red
Toyota,RAV4,2008,248028,Foreign Used, 5200000,,3500.0,,Blue
Toyota,Camry,2006,200685,Foreign Used, 3952000,,3000.0,,gold
Toyota,Sienna,2006,160772,Foreign Used, 6032000,,3500.0,,Silver
Toyota,Camry,2009,178543,Foreign Used, 4888000,,2500.0,,Red
Toyota,RAV4,2015,119933,Foreign Used, 11960000,,2500.0,,Silver
Lexus,ES,2008,90453,Foreign Used, 5320000,,3500.0,,gold
Lexus,ES,2008,263487,Foreign Used, 5250000,,3500.0,,Grey
Toyota,Highlander,2006,304319,Foreign Used, 5200000,,3300.0,,black
Toyota,RAV4,2008,101740,Locally Used, 3432000,,3500.0,,purple
Honda,Ridgeline,2007,125352,Locally Used, 3640000,,3500.0,,black
Toyota,Camry,2007,229969,Foreign Used, 4368000,,2400.0,,Silver
Mercedes-Benz,GLK-Class,2015,138202,Foreign Used, 10700000,,3500.0,,White
Toyota,Corolla,2010,115620,Foreign Used, 4315000,,1800.0,,Red
Toyota,Camry,2003,135586,Foreign Used, 3640000,,3000.0,,gold
Toyota,Camry,2011,170067,Foreign Used, 4784000,,2500.0,,Red
Lexus,ES,2010,104279,Locally Used, 5720000,,3500.0,,Grey
Toyota,Camry,2007,225137,Locally Used, 3120000,,2400.0,,Silver
Toyota,Camry,2009,178543,Foreign Used, 4888000,,2500.0,,Red
Lexus,ES,2010,225619,Locally Used, 4200000,,3500.0,,black
Toyota,Sienna,2005,46438,Locally Used, 3640000,,3300.0,,Blue
Toyota,Camry,2011,162528,Locally Used, 5824000,,3500.0,,Grey
Toyota,Camry,2009,94944,Locally Used, 4992000,4.0,2400.0,,burgandy
Ford,Explorer,2014,63304,Locally Used, 8320000,,3500.0,,Red
Toyota,Camry,2009,343632,Locally Used, 3952000,,2400.0,,Grey
Toyota,Camry,2007,95166,Locally Used, 3328000,,2400.0,,Green
Toyota,Camry,2003,486279,Locally Used, 2392000,,2400.0,,Silver
Toyota,Camry,2006,1,Locally Used, 2704000,,2400.0,,black
Toyota,Camry,2007,95166,Locally Used, 3328000,,2400.0,,Green
Honda,Crosstour,2013,156715,Foreign Used, 6825000,,3500.0,,black
Lexus,ES,2005,205914,Locally Used, 3328000,,3300.0,,Blue
Toyota,Venza,2010,210393,Locally Used, 6240000,,3500.0,,brown
Toyota,Camry,2012,143302,Locally Used, 7800000,,2800.0,,Grey
Toyota,Camry,2012,91473,Locally Used, 4680000,,2500.0,,Silver
Toyota,Sienna,2011,106153,Foreign Used, 8008000,6.0,3500.0,,Green
Toyota,Camry,2011,75123,Foreign Used, 6240000,,2500.0,,black
Toyota,Camry,2011,162528,Locally Used, 5824000,,3500.0,,Grey
Toyota,Highlander,2008,113950,Foreign Used, 6825000,,3500.0,,Blue
Mercedes-Benz,E350,2013,271535,Locally Used, 11440000,,3500.0,,black
Toyota,RAV4,2018,96832,Locally Used, 9480000,,2400.0,,Grey
Toyota,Venza,2010,148016,Foreign Used, 10440000,,3500.0,,Blue
Mercedes-Benz,M Class,2010,103700,Foreign Used, 9568000,6.0,3500.0,,Silver
Toyota,Sienna,2007,210408,Foreign Used, 6032000,,3500.0,,White
Toyota,Highlander,2004,65042,Locally Used, 4152000,,3300.0,,Red
Ford,Edge,2008,354304,Foreign Used, 4472000,,3500.0,,Silver
Toyota,RAV4,2010,138782,Locally Used, 4992000,,3500.0,,White
Toyota,Highlander,2008,201988,Locally Used, 6760000,,3500.0,,Silver
Lexus,ES,2007,171774,Locally Used, 4680000,,3500.0,,gold
Toyota,RAV4,2006,141213,Locally Used, 4160000,,2400.0,,Silver
Lexus,ES,2010,104279,Locally Used, 5720000,,3500.0,,Grey
Toyota,RAV4,2016,107590,Foreign Used, 11025000,,2400.0,,Red
Toyota,Corolla,2013,74654,Locally Used, 4680000,,1800.0,,black
Toyota,RAV4,2016,135267,Foreign Used, 16640000,,2500.0,,Grey
Toyota,Corolla,2014,96505,Locally Used, 6760000,,1800.0,,Blue
Toyota,Camry,2009,339273,Locally Used, 3328000,,3500.0,,black
Toyota,Camry,2007,150381,Foreign Used, 4368000,,2400.0,,gold
Toyota,Sienna,2008,169440,Foreign Used, 6032000,,3500.0,,Blue
Toyota,Camry,2007,74425,Foreign Used, 4095000,,3500.0,,black
Toyota,Venza,2010,148016,Foreign Used, 10440000,,3500.0,,Blue
Toyota,Camry,2009,268577,Foreign Used, 4200000,,2400.0,,black
Toyota,Hilux,2011,72288,Locally Used, 7140000,,2700.0,,White
Ford,Explorer,2013,233154,Locally Used, 7072000,,3500.0,,black
Mercedes-Benz,M Class,2008,214407,Locally Used, 5408000,,3500.0,,Silver
