Brand,Model,Year,Mileage,Condition,Price,Number of Cylinders,Engine Capacity,Ratings,Color
Ford,Explorer,2013,219928,Locally Used, 6760000,,2000.0,,White
Toyota,Hilux,2013,335712,Locally Used, 6300000,,2700.0,,White
Lexus,ES,2011,184980,Locally Used, 4200000,,3500.0,,black
Ford,Edge,2011,421952,Foreign Used, 6760000,,3500.0,,Blue
Toyota,Venza,2013,240496,Locally Used, 7592000,4.0,2700.0,,Grey
Hyundai,Santa Fe,2012,81231,Locally Used, 3675000,,2400.0,,brown
Hyundai,Santa Fe,2015,112062,Locally Used, 6825000,,2400.0,,Grey
Toyota,Venza,2009,234028,Locally Used, 7280000,6.0,3500.0,,Red
Toyota,Tundra,2014,223097,Foreign Used, 22050000,,5700.0,,Grey
Lexus,GS,2006,256018,Locally Used, 3440000,6.0,3000.0,,Blue
Toyota,Avalon,2013,110675,Locally Used, 7644000,6.0,3500.0,,Silver
Toyota,Tacoma,2008,301097,Locally Used, 4900000,6.0,4000.0,,Silver
Mercedes-Benz,C300,2010,99742,Foreign Used, 5040000,,3500.0,,White
Toyota,Corolla,2009,180386,Locally Used, 3045000,4.0,1800.0,,Silver
Toyota,Tundra,2005,340233,Foreign Used, 7488000,,4700.0,,black
Mercedes-Benz,C300,2011,327553,Foreign Used, 6090000,6.0,3000.0,,White
Ford,Explorer,2014,81174,Locally Used, 15600000,6.0,3500.0,,White
Lexus,ES,2008,185503,Locally Used, 3675000,,3500.0,,Silver
Mercedes-Benz,GL-Class,2011,136386,Locally Used, 6825000,,5500.0,,black
Toyota,RAV4,2007,147884,Locally Used, 3640000,,2400.0,,Silver
Toyota,RAV4,2008,109660,Locally Used, 3307500,6.0,3500.0,,Red
Lexus,IS,2008,154521,Locally Used, 3255000,,3500.0,,White
Toyota,Tacoma,2005,111455,Locally Used, 6300000,,4000.0,,gold
Toyota,Camry,2012,143955,Locally Used, 5200000,,2500.0,,black
Toyota,Venza,2010,95687,Foreign Used, 9360000,,3500.0,,Silver
Land Rover,Range Rover Evoque,2012,54000,Locally Used, 7087500,,2800.0,,Red
Toyota,Highlander,2008,108308,Locally Used, 4410000,,3500.0,,black
Toyota,Corolla,2005,208707,Foreign Used, 3744000,,1800.0,,Silver
Lexus,RX 350,2009,216533,Foreign Used, 6195000,,3500.0,,Grey
Hyundai,Elantra,2015,114412,Locally Used, 3045000,,1800.0,,brown
Hyundai,Santa Fe,2008,290680,Foreign Used, 4680000,,3300.0,,Grey
Mercedes-Benz,S-Class,2008,87535,Locally Used, 8320000,,5500.9,,black
Lexus,ES,2005,139286,Foreign Used, 3990000,,3300.0,,White
Nissan,Murano,2012,128748,Locally Used, 3990000,6.0,3500.0,,black
Toyota,Camry,2012,138946,Locally Used, 4700000,,2500.0,,black
Lexus,GS,2008,197705,Foreign Used, 4725000,,3500.0,,black
Lexus,RX 350,2015,103089,Foreign Used, 14700000,,3500.0,,Grey
Toyota,Corolla,2008,185043,Locally Used, 3640000,,1800.0,,black
Ford,Escape,2014,165413,Foreign Used, 5250000,,2000.0,,Red
Toyota,Tacoma,2007,151456,Foreign Used, 7665000,,3500.0,,White
Toyota,RAV4,2015,135678,Foreign Used, 13520000,,2500.0,,White
Acura,MDX,2010,58805,Locally Used, 5200000,,3700.0,,ivory
Toyota,Sienna,2004,237181,Locally Used, 4680000,,3300.0,,Grey
Toyota,Avalon,2011,107251,Locally Used, 4210000,6.0,3500.0,,black
Lexus,GX,2003,232164,Locally Used, 3675000,8.0,4700.0,,Red
Land Rover,Range Rover,2011,223592,Foreign Used, 13125000,,5000.0,,black
Toyota,Matrix,2010,510727,Locally Used, 3952000,,1800.0,,White
Toyota,Corolla,2007,107719,Foreign Used, 4010000,,1800.0,,black
Lexus,ES,2009,231559,Locally Used, 3675000,6.0,3500.0,,black
Toyota,Corolla,2010,57490,Locally Used, 3848000,4.0,1800.0,,Red
Toyota,RAV4,2015,55764,Locally Used, 7245000,,2500.0,,Grey
Lexus,ES,2007,173942,Locally Used, 4680000,,3500.0,,Grey
Toyota,Venza,2013,203555,Foreign Used, 8295000,,2700.0,,Silver
Toyota,Sienna,2008,122235,Locally Used, 3848000,,3500.0,,White
Toyota,Corolla,2009,242119,Locally Used, 3640000,4.0,1800.0,,black
Land Rover,Lr3,2005,126109,Locally Used, 3150000,,4400.0,,White
Toyota,Camry,2011,108763,Locally Used, 3360000,,2500.0,,Red
Toyota,Corolla,2009,212309,Locally Used, 3536000,,1800.0,,Red
Lexus,RX 330,2006,299781,Foreign Used, 6300000,,3300.0,,Silver
Land Rover,Range Rover,2008,79439,Locally Used, 5200000,,4200.0,,black
Lexus,ES,2007,262201,Locally Used, 3465000,6.0,3500.0,,Silver
Mercedes-Benz,GLK-Class,2010,74282,Locally Used, 5040000,,3500.0,,Blue
Toyota,Camry,2018,33945,Locally Used, 13520000,,2500.0,,Grey
Mercedes-Benz,C300,2009,196439,Locally Used, 3570000,6.0,3000.0,,black
Toyota,Avalon,2007,146297,Locally Used, 3120000,,3500.0,,Blue
Lexus,RX 350,2011,94104,Foreign Used, 10395000,,3500.0,,Grey
Pontiac,Vibe,2009,232277,Foreign Used, 3885000,,2400.0,,Silver
Toyota,Sienna,2005,291136,Locally Used, 4992000,6.0,3300.0,,Grey
Toyota,Camry,2014,164519,Foreign Used, 6300000,4.0,2500.0,,Silver
Acura,MDX,2008,279586,Locally Used, 3150000,,3700.0,,Silver
Toyota,Land Cruiser Prado,2014,149674,Locally Used, 16800000,4.0,2700.0,,black
Lexus,ES,2007,245290,Locally Used, 4680000,,3500.0,,black
Toyota,Venza,2013,160737,Locally Used, 10400000,,3500.0,,black
Ford,Ranger,2011,281548,Locally Used, 3990000,,2200.0,,White
Toyota,Sienna,2005,305026,Locally Used, 5720000,6.0,3300.0,,Grey
Mitsubishi,L200,2011,117523,Locally Used, 5775000,,2400.0,,brown
Toyota,Camry,2009,174367,Locally Used, 3640000,,2400.0,,Red
Lexus,RX 350,2010,111944,Foreign Used, 10500000,,3500.0,,Grey
Lexus,ES,2007,160232,Locally Used, 3265000,6.0,3500.0,,black
Toyota,Sienna,2008,322230,Foreign Used, 4515000,,3500.0,,White
Toyota,Camry,2012,107722,Locally Used, 4520000,,2500.0,,Grey
Mercedes-Benz,C350,2008,434317,Locally Used, 5200000,,3500.0,,black
Toyota,Camry,2009,351531,Locally Used, 3120000,4.0,2400.0,,black
Ford,Edge,2014,81173,Locally Used, 3190000,,2000.0,,black
Lexus,ES,2008,116827,Locally Used, 3675000,,3500.0,,gold
Lexus,IS,2008,157465,Locally Used, 3150000,,2500.0,,black
Lexus,IS,2008,157300,Locally Used, 3640000,,2500.0,,Red
Lexus,ES,2007,178631,Locally Used, 4160000,,3500.0,,Grey
Toyota,Sienna,2005,121563,Locally Used, 3120000,,3500.0,,White
Lexus,IS,2009,106868,Locally Used, 3675000,,3500.0,,Silver
Toyota,Highlander,2005,199202,Locally Used, 3760000,,3300.0,,Blue
Toyota,Camry,2006,125815,Locally Used, 3328000,,2400.0,,gold
Nissan,Pathfinder,2006,367402,Locally Used, 3120000,,3200.0,,black
Toyota,Corolla,2012,134083,Locally Used, 3952000,,1800.0,,Grey
Nissan,Pathfinder,2005,275968,Foreign Used, 3150000,,4000.0,,Grey
Toyota,RAV4,2007,117784,Locally Used, 3640000,,3500.0,,White
Hyundai,Elantra,2012,88492,Locally Used, 5780000,,1800.0,,White
Ford,Explorer,2008,381543,Locally Used, 3150000,6.0,4000.0,,black
Toyota,Highlander,2012,98358,Foreign Used, 13520000,6.0,3500.0,,black
Pontiac,Vibe,2004,226374,Foreign Used, 3150000,,1800.0,,White
Toyota,Camry,2013,126677,Foreign Used, 6090000,4.0,2500.0,,Grey
Lexus,GS,2007,179777,Locally Used, 4160000,,3500.0,,Silver
Toyota,Camry,2012,92564,Locally Used, 4992000,,2500.0,,black
Toyota,Highlander,2008,164682,Locally Used, 4725000,,3500.0,,Silver
Kia,Sportage,2013,90020,Locally Used, 8840000,,2000.0,,Red
Ford,Edge,2014,81173,Locally Used, 3190000,,2000.0,,black
Land Rover,Range Rover Evoque,2012,54000,Locally Used, 7087500,,2800.0,,Red
Mercedes-Benz,C300,2010,256173,Foreign Used, 6760000,6.0,3500.0,,black
Toyota,4-Runner,2017,132556,Foreign Used, 24960000,,4700.0,,black
Toyota,Sienna,2005,121563,Locally Used, 3120000,,3500.0,,White
Lexus,IS,2009,106868,Locally Used, 3675000,,3500.0,,Silver
Toyota,Highlander,2007,318108,Foreign Used, 4830000,,3300.0,,Blue
Pontiac,Vibe,2004,226374,Foreign Used, 3150000,,1800.0,,White
Mercedes-Benz,GL-Class,2010,71626,Locally Used, 4725000,,4700.0,,Silver
Toyota,Camry,2009,187564,Locally Used, 3536000,,2500.0,,Grey
Lexus,GX,2011,104330,Locally Used, 18720000,8.0,4600.0,,Silver
Toyota,Camry,2013,179925,Locally Used, 4108000,,2500.0,,black
Lexus,ES,2007,160232,Locally Used, 3265000,6.0,3500.0,,black
Nissan,Sentra,2010,252529,Foreign Used, 3150000,,2000.0,,black
Toyota,Matrix,2008,68888,Locally Used, 3640000,4.0,1800.0,,Silver
Toyota,Camry,2005,355845,Foreign Used, 3640000,,2400.0,,Silver
Toyota,Avalon,2011,107251,Locally Used, 4210000,6.0,3500.0,,black
Mercedes-Benz,C300,2008,150928,Foreign Used, 5145000,,3000.0,,black
Toyota,RAV4,2004,181035,Foreign Used, 3675000,4.0,2400.0,,Silver
Toyota,Corolla,2010,188678,Locally Used, 3848000,4.0,1800.0,,White
Lexus,ES,2007,267034,Locally Used, 3570000,,3500.0,,ivory
Honda,Accord,2014,281034,Foreign Used, 6457500,,2400.0,,black
Honda,Pilot,2008,247653,Foreign Used, 3803100,6.0,3500.0,,Green
Mercedes-Benz,M Class,2006,194642,Locally Used, 3570000,8.0,5000.0,,black
Toyota,Highlander,2015,108335,Foreign Used, 15120000,,3500.0,,White
Toyota,Corolla,2013,149529,Locally Used, 4160000,,1800.0,,Blue
Toyota,Corolla,2009,91447,Locally Used, 3744000,,1800.0,,White
Lexus,ES,2007,267034,Locally Used, 3570000,,3500.0,,ivory
Toyota,RAV4,2004,181035,Foreign Used, 3675000,4.0,2400.0,,Silver
Lexus,GX,2011,104330,Locally Used, 18720000,8.0,4600.0,,Silver
Mercedes-Benz,M Class,2006,194642,Locally Used, 3570000,8.0,5000.0,,black
Kia,Optima,2016,84321,Locally Used, 5775000,,2400.0,,White
Lexus,RX 350,2010,52276,Locally Used, 7350000,,3500.0,,black
Mercedes-Benz,C350,2008,289939,Foreign Used, 3885000,,3500.0,,black
Hyundai,Santa Fe,2017,70808,Foreign Used, 17850000,,3300.0,,Silver
Mercedes-Benz,C300,2008,150928,Foreign Used, 5145000,,3000.0,,black
Toyota,Camry,2007,128339,Locally Used, 2720000,,3500.0,,Grey
Toyota,Camry,2005,293070,Locally Used, 2288000,,2400.0,,gold
Toyota,Corolla,2015,108760,Locally Used, 5145000,,1800.0,,White
Toyota,Corolla,2016,80077,Locally Used, 4935000,,1800.0,,Grey
Toyota,Matrix,2008,68888,Locally Used, 3640000,4.0,1800.0,,Silver
Nissan,Sentra,2014,67821,Locally Used, 4725000,,1800.0,,Grey
Ford,Edge,2017,45389,Locally Used, 15750000,,2400.0,,black
Toyota,Corolla,2010,188616,Locally Used, 3352000,,1800.0,,black
Mercedes-Benz,GLK-Class,2010,34126,Locally Used, 5775000,6.0,3500.0,,White
Lexus,RX 330,2005,167290,Locally Used, 3780000,,3300.0,,black
Toyota,Corolla,2017,99756,Locally Used, 8840000,4.0,1800.0,,Grey
Mercedes-Benz,C300,2011,194738,Locally Used, 3465000,,3000.0,,black
Toyota,Corolla,2012,120627,Locally Used, 2940000,,1800.0,,black
Toyota,Camry,2008,159578,Locally Used, 3952000,,2400.0,,Red
Ford,Explorer,2013,40832,Locally Used, 4200000,6.0,3500.0,,black
Mitsubishi,L200,2005,152024,Locally Used, 3885000,,2800.0,,White
Toyota,RAV4,2011,158779,Locally Used, 4583250,4.0,2400.0,,black
Mercedes-Benz,C350,2008,289939,Foreign Used, 3885000,,3500.0,,black
Toyota,Corolla,2010,322341,Locally Used, 4160000,,1800.0,,Grey
Toyota,RAV4,2011,158779,Locally Used, 4583250,4.0,2400.0,,black
Toyota,Camry,2007,196375,Locally Used, 3016000,,2400.0,,gold
Mazda,6,2014,275964,Locally Used, 5250000,,2500.0,,Grey
Toyota,Camry,2009,131636,Locally Used, 3848000,,2300.0,,Blue
Lexus,RX 350,2010,52276,Locally Used, 7350000,,3500.0,,black
Toyota,Camry,2012,359326,Locally Used, 4784000,,2500.0,,black
Mitsubishi,Pajero,2013,207000,Foreign Used, 17900000,6.0,3500.0,,black
Mitsubishi,L200,2005,152024,Locally Used, 3885000,,2800.0,,White
Toyota,Camry,2011,174345,Foreign Used, 4888000,,3600.0,,Silver
Toyota,Camry,2004,386616,Locally Used, 3120000,,2400.0,,black
Toyota,Venza,2012,76252,Locally Used, 6825000,6.0,3500.0,,Grey
Mercedes-Benz,M Class,2007,248916,Locally Used, 3591000,,3500.0,,black
Mercedes-Benz,M Class,2007,248916,Locally Used, 3591000,,3500.0,,black
Toyota,Land Cruiser,2000,253121,Locally Used, 3360000,,4700.0,,black
Toyota,Camry,2005,117506,Foreign Used, 3360000,,2800.0,,Silver
Toyota,Corolla,2009,107412,Locally Used, 3224000,,1800.0,,Grey
Ford,Escape,2014,126528,Locally Used, 4200000,,1600.0,,Silver
Toyota,Sienna,2003,137744,Locally Used, 2288000,6.0,3000.0,,gold
Toyota,Camry,2011,174345,Foreign Used, 4888000,,3600.0,,Silver
Toyota,Land Cruiser Prado,2003,117219,Locally Used, 5775000,4.0,2700.0,,black
Toyota,Camry,2012,300528,Foreign Used, 7280000,,2400.0,,black
Kia,Sportage,2015,147773,Locally Used, 4200000,,2000.0,,orange
Toyota,Matrix,2010,274498,Locally Used, 3536000,,1800.0,,Grey
Toyota,Highlander,2013,624002,Foreign Used, 8925000,,3500.0,,White
Nissan,Frontier,2001,407954,Foreign Used, 2730000,4.0,2400.0,,black
Ford,Edge,2014,76565,Locally Used, 3675000,,3500.0,,black
Toyota,Sienna,2006,183637,Locally Used, 3640000,6.0,3300.0,,Red
Toyota,Camry,2009,131636,Locally Used, 3848000,,2300.0,,Blue
Mitsubishi,Pajero,2013,207000,Foreign Used, 17900000,6.0,3500.0,,black
Mercedes-Benz,M Class,2011,238874,Foreign Used, 9880000,,3500.0,,White
Hyundai,Elantra,2014,152062,Locally Used, 3360000,,1800.0,,black
Toyota,Highlander,2001,146686,Foreign Used, 3675000,6.0,3000.0,,gold
Hyundai,Accent,2009,275531,Foreign Used, 3150000,,1600.0,,Blue
Toyota,Corolla,2008,264622,Locally Used, 3328000,,1800.0,,black
Toyota,Camry,2012,269194,Locally Used, 4700000,,2500.0,,Grey
Toyota,Camry,2008,163432,Locally Used, 2912000,,2400.0,,gold
Toyota,Camry,2007,196375,Locally Used, 3016000,,2400.0,,gold
Toyota,Camry,2004,386616,Locally Used, 3120000,,2400.0,,black
Lexus,ES,2011,24825,Locally Used, 4677750,6.0,3500.0,,black
Toyota,Corolla,2009,107192,Locally Used, 3024000,,1800.0,,Silver
Lexus,GX,2008,215271,Locally Used, 5775000,8.0,4700.0,,Red
Acura,TL,2009,202146,Locally Used, 3675000,,3500.0,,black
Honda,CR-V,2014,110517,Locally Used, 6300000,4.0,2400.0,,black
Toyota,Corolla,2004,126029,Locally Used, 2297167,,1800.0,,Blue
Toyota,Camry,2007,103773,Locally Used, 2940000,6.0,3500.0,,black
Toyota,Sienna,2007,500544,Foreign Used, 5720000,6.0,3500.0,,White
Acura,TL,2009,202146,Locally Used, 3675000,,3500.0,,black
Hyundai,Elantra,2008,259605,Foreign Used, 3640000,,2000.0,,Grey
Toyota,Corolla,2004,183448,Locally Used, 2600000,,1800.0,,Green
Toyota,Land Cruiser,2000,253121,Locally Used, 3360000,,4700.0,,black
Toyota,Sienna,2011,232300,Foreign Used, 6700000,,1800.0,,Silver
Honda,Accord Crosstour,2010,54097,Locally Used, 4784000,,3500.0,,black
Toyota,Highlander,2010,310362,Locally Used, 5840000,6.0,3500.0,,Red
Toyota,Camry,2007,109191,Locally Used, 2620000,,3500.0,,Grey
Mercedes-Benz,M Class,2013,209463,Foreign Used, 15600000,6.0,3500.0,,White
Lexus,RX 350,2009,223878,Locally Used, 3700000,,3500.0,,Blue
Toyota,Highlander,2010,310362,Locally Used, 5840000,6.0,3500.0,,Red
Toyota,Camry,2007,103773,Locally Used, 2940000,6.0,3500.0,,black
Toyota,Corolla,2007,158436,Locally Used, 2205000,,1800.0,,Grey
Toyota,Corolla,2007,302766,Locally Used, 2704000,,1800.0,,black
Toyota,Camry,2008,95229,Locally Used, 2912000,,2800.0,,Blue
Toyota,Matrix,2006,226646,Locally Used, 2392000,,1800.0,,Grey
Toyota,Corolla,2005,257459,Locally Used, 3120000,,1800.0,,gold
Mercedes-Benz,CLA-Class,2014,90053,Locally Used, 7350000,4.0,2000.0,,White
Toyota,Corolla,2004,126029,Locally Used, 2297167,,1800.0,,Blue
Mercedes-Benz,E350,2010,174135,Locally Used, 4725000,,3500.0,,Silver
Toyota,Sienna,2011,232300,Foreign Used, 6700000,,1800.0,,Silver
Toyota,Sienna,2007,500544,Foreign Used, 5720000,6.0,3500.0,,White
Honda,Accord Crosstour,2010,54097,Locally Used, 4784000,,3500.0,,black
Mercedes-Benz,M Class,2013,209463,Foreign Used, 15600000,6.0,3500.0,,White
Toyota,Corolla,2006,429898,Locally Used, 2912000,,1800.0,,Grey
Toyota,Corolla,2007,302766,Locally Used, 2704000,,1800.0,,black
Ford,Edge,2014,76565,Locally Used, 3675000,,3500.0,,black
Toyota,Camry,2008,95229,Locally Used, 2912000,,2800.0,,Blue
Toyota,Matrix,2004,160910,Locally Used, 2600000,,1800.0,,Silver
Toyota,Camry,2008,163432,Locally Used, 2912000,,2400.0,,gold
Toyota,Corolla,2006,482800,Locally Used, 2100000,,1800.0,,Silver
Toyota,Corolla,2007,158436,Locally Used, 2205000,,1800.0,,Grey
Toyota,Camry,2007,184092,Locally Used, 3120000,,2400.0,,black
Toyota,Matrix,2006,226646,Locally Used, 2392000,,1800.0,,Grey
Acura,MDX,2007,308146,Locally Used, 3452000,6.0,3700.0,,Grey
Toyota,Highlander,2003,189330,Locally Used, 2625000,4.0,3000.0,,black
Toyota,Corolla,2005,291898,Locally Used, 2808000,,1800.0,,gold
Toyota,Corolla,2006,364888,Locally Used, 2912000,,1800.0,,Grey
Mazda,CX-9,2008,210567,Locally Used, 3640000,6.0,3700.0,,Silver
Mercedes-Benz,E350,2010,174135,Locally Used, 4725000,,3500.0,,Silver
Toyota,RAV4,2008,276164,Locally Used, 3255000,,2400.0,,gold
Toyota,Corolla,2003,272157,Locally Used, 2392000,,1800.0,,Silver
Honda,Accord,2013,122192,Locally Used, 6760000,,3500.0,,Silver
Toyota,Highlander,2014,92575,Brand New, 18450000,,3500.0,,White
Toyota,Camry,2010,282006,Foreign Used, 4888000,,2500.0,,black
Toyota,Corolla,2003,239564,Locally Used, 2288000,,1800.0,,Blue
Toyota,Camry,2012,181597,Locally Used, 4692000,4.0,2500.0,,Red
Toyota,Corolla,2004,99906,Locally Used, 3640000,,1800.0,,Silver
Toyota,Corolla,2009,132167,Locally Used, 2992500,,1800.0,,Red
Toyota,Corolla,2005,285160,Locally Used, 2415000,,1800.0,,black
Mercedes-Benz,C300,2008,209629,Locally Used, 3255000,6.0,3000.0,,Grey
Mercedes-Benz,CLA-Class,2014,90053,Locally Used, 7350000,4.0,2000.0,,White
Toyota,Corolla,2005,341247,Foreign Used, 3570000,,1800.0,,black
Honda,Pilot,2009,87018,Locally Used, 3952000,6.0,3500.0,,Blue
Toyota,Matrix,2004,99088,Locally Used, 2392000,,1800.0,,Blue
Lexus,ES,2003,99471,Locally Used, 2704000,6.0,3000.0,,Green
Toyota,Corolla,2004,421928,Locally Used, 2173500,,1800.0,,White
Honda,CR-V,2014,159807,Locally Used, 4725000,,2400.0,,Silver
Toyota,Corolla,2003,186269,Locally Used, 2392000,,1800.0,,black
Toyota,Corolla,2003,194052,Locally Used, 2600000,,1800.0,,Silver
Pontiac,Vibe,2009,179413,Locally Used, 3640000,,2400.0,,Grey
Toyota,Camry,2009,457924,Locally Used, 2625000,,2400.0,,Red
Lexus,ES,2008,69469,Locally Used, 3675000,6.0,3500.0,,Grey
Toyota,Sienna,1999,209950,Locally Used, 2496000,6.0,3000.0,,gold
Lexus,RX 300,2001,170377,Locally Used, 2600000,,3000.0,,Silver
Toyota,Corolla,2005,285160,Locally Used, 2415000,,1800.0,,black
Toyota,Camry,2007,184092,Locally Used, 3120000,,2400.0,,black
Toyota,Corolla,2003,186269,Locally Used, 2392000,,1800.0,,black
Toyota,Camry,2003,96287,Locally Used, 1680000,,2400.0,,Silver
Toyota,Camry,2005,154456,Locally Used, 2296000,,2400.0,,Silver
Acura,MDX,2011,120209,Locally Used, 4200000,,3700.0,,black
Honda,CR-V,2006,390198,Foreign Used, 3848000,,2400.0,,Silver
Lexus,RX 300,2001,170377,Locally Used, 2600000,,3000.0,,Silver
Toyota,Camry,2009,191842,Locally Used, 2625000,,2400.0,,black
Chrysler,Town&Country,2005,450481,Locally Used, 2205000,,3800.0,,Grey
Honda,CR-V,2012,102821,Locally Used, 4725000,4.0,2500.0,,brown
Toyota,Sienna,1999,209950,Locally Used, 2496000,6.0,3000.0,,gold
Toyota,Camry,2005,154456,Locally Used, 2296000,,2400.0,,Silver
Toyota,Corolla,2004,289406,Locally Used, 2047500,,1800.0,,White
Toyota,Camry,2008,91583,Locally Used, 4056000,,2400.0,,Green
Toyota,Matrix,2009,148135,Locally Used, 3150000,,1800.0,,Blue
Toyota,Camry,2003,225751,Foreign Used, 3640000,,3000.0,,black
Toyota,Corolla,2003,170254,Locally Used, 2100000,,1800.0,,Silver
Honda,Crosstour,2012,86522,Locally Used, 3675000,6.0,3500.0,,Blue
Toyota,Camry,2007,172878,Locally Used, 2730000,,2400.0,,Green
Toyota,Camry,2003,96287,Locally Used, 1680000,,2400.0,,Silver
Toyota,Venza,2013,89025,Locally Used, 7800000,,3500.0,,black
Honda,CR-V,2012,102821,Locally Used, 4725000,4.0,2500.0,,brown
Honda,Accord,2014,101768,Locally Used, 4620000,,2400.0,,Silver
Nissan,Altima,2013,143979,Locally Used, 3150000,,2500.0,,Grey
Toyota,Corolla,2007,173642,Locally Used, 2080000,,1800.0,,Blue
Kia,Sorento,2003,192087,Locally Used, 2100000,,3500.0,,Grey
Honda,Pilot,2007,292623,Foreign Used, 3848000,,3500.0,,Silver
Nissan,Rogue,2008,104339,Locally Used, 1785000,4.0,2500.0,,Silver
Toyota,RAV4,2006,74687,Locally Used, 2940000,4.0,2400.0,,Red
Chrysler,Town&Country,2005,182878,Locally Used, 2310000,,3300.0,,Grey
Toyota,Corolla,2008,149519,Locally Used, 2625000,,1800.0,,black
Lexus,GS,2006,147534,Locally Used, 3045000,,3500.0,,Silver
Toyota,Camry,2009,191842,Locally Used, 2625000,,2400.0,,black
Toyota,Camry,2007,163269,Locally Used, 2625000,4.0,2400.0,,Silver
Toyota,Camry,2003,230198,Locally Used, 2080000,,3000.0,,Grey
Honda,Accord,2009,95358,Locally Used, 2310000,,2400.0,,Blue
Toyota,Camry,2003,225751,Foreign Used, 3640000,,3000.0,,black
Toyota,Camry,2007,120028,Locally Used, 3640000,4.0,2400.0,,black
Toyota,Highlander,2003,184715,Locally Used, 2912000,,3000.0,,Green
Mercedes-Benz,C300,2009,240474,Foreign Used, 5250000,,3000.0,,black
Toyota,Corolla,2008,204378,Locally Used, 2625000,,1800.0,,Red
Lexus,GS,2006,147534,Locally Used, 3045000,,3500.0,,Silver
Toyota,Corolla,2008,223734,Locally Used, 2310000,,1800.0,,Silver
Toyota,Sienna,2001,366544,Locally Used, 1768000,,3000.0,,White
Toyota,Camry,2007,281578,Locally Used, 2730000,,2500.0,,Red
Toyota,Corolla,2003,170254,Locally Used, 2100000,,1800.0,,Silver
Kia,Rio,2014,58088,Locally Used, 3020000,4.0,1400.0,,Silver
Dodge,Durango,2011,278920,Locally Used, 7275000,,3600.0,,Grey
Toyota,Venza,2013,89025,Locally Used, 7800000,,3500.0,,black
Dodge,Durango,2011,278920,Locally Used, 7275000,,3600.0,,Grey
Mercedes-Benz,GL-Class,2010,107062,Locally Used, 8320000,8.0,4600.0,,Grey
Toyota,Sienna,2005,218675,Foreign Used, 4305000,,3300.0,,Blue
Toyota,Avalon,2007,162646,Locally Used, 2600000,,3500.0,,Grey
Toyota,RAV4,2007,180661,Locally Used, 3202500,,2500.0,,Blue
Toyota,Camry,2007,308426,Locally Used, 3640000,,2400.0,,Red
Toyota,Corolla,2003,299999,Locally Used, 2100000,,1800.0,,black
Toyota,Camry,2013,124892,Locally Used, 4515000,,2500.0,,Blue
Nissan,Rogue,2009,229256,Locally Used, 2121000,,2500.0,,Blue
Honda,CR-V,2005,153755,Locally Used, 2600000,,2500.0,,Red
Toyota,Camry,2002,288644,Locally Used, 2080000,,2400.0,,burgandy
Toyota,Corolla,2003,254492,Foreign Used, 2310000,4.0,1800.0,,black
Toyota,Sienna,2005,218675,Foreign Used, 4305000,,3300.0,,Blue
Toyota,Sienna,2000,326021,Locally Used, 2080000,,3000.0,,gold
Nissan,Rogue,2009,229256,Locally Used, 2121000,,2500.0,,Blue
Toyota,Corolla,2004,227085,Locally Used, 2080000,,1800.0,,gold
Nissan,Sentra,2013,184721,Locally Used, 2625000,,1800.0,,Grey
Mazda,CX-7,2007,170526,Locally Used, 2100000,,2300.0,,Silver
Toyota,Avalon,2007,162646,Locally Used, 2600000,,3500.0,,Grey
Toyota,Camry,2007,373194,Locally Used, 2935000,,2400.0,,gold
Toyota,RAV4,2007,180661,Locally Used, 3202500,,2500.0,,Blue
Mercedes-Benz,GL-Class,2010,107062,Locally Used, 8320000,8.0,4600.0,,Grey
Toyota,Corolla,2004,294974,Locally Used, 2912000,,1800.0,,Blue
Toyota,Camry,2008,93290,Locally Used, 2625000,,2400.0,,black
Chrysler,Town&Country,2008,162503,Foreign Used, 1825000,,3800.0,,White
Toyota,Corolla,2013,219449,Locally Used, 3360000,4.0,1800.0,,black
Mercedes-Benz,GL-Class,2008,110373,Locally Used, 4160000,,4700.0,,Silver
Toyota,Sienna,2007,224758,Locally Used, 1995000,,3300.0,,black
Toyota,RAV4,2003,196448,Locally Used, 2600000,,2000.0,,black
Toyota,Camry,2008,91583,Locally Used, 4056000,,2400.0,,Green
Acura,MDX,2003,142745,Locally Used, 2080000,,3500.0,,black
Honda,Pilot,2004,122437,Locally Used, 1669500,,3500.0,,Silver
Toyota,Camry,2007,234125,Locally Used, 2625000,,2800.0,,Red
Lexus,ES,2003,204636,Locally Used, 2310000,,3000.0,,black
Kia,Cerato,2010,101119,Locally Used, 2730000,,1600.0,,Silver
Toyota,Camry,2002,288644,Locally Used, 2080000,,2400.0,,burgandy
Toyota,Corolla,2004,32215,Locally Used, 2100000,,1800.0,,Silver
Toyota,Camry,2003,251781,Locally Used, 2392000,,2400.0,,gold
Toyota,Sienna,2001,228509,Foreign Used, 2625000,,3500.0,,black
Mercedes-Benz,GLK-Class,2011,264033,Locally Used, 7540000,,3500.0,,black
Acura,MDX,2014,191410,Locally Used, 4350000,,3500.0,,Grey
Ford,Fusion,2012,63400,Locally Used, 2625000,,2500.0,,Blue
Kia,Cerato,2010,101119,Locally Used, 2730000,,1600.0,,Silver
Toyota,Highlander,2013,121997,Foreign Used, 9975000,6.0,3500.0,,Blue
Lexus,ES,2003,204636,Locally Used, 2310000,,3000.0,,black
Toyota,Camry,2005,233595,Locally Used, 2172450,,2800.0,,Silver
