,Brand,Model,Year,Mileage,Condition,Price,Engine Type,Engine Capacity,Exterior Color,Ratings
225,Toyota,Toyota Corolla,2012,"98,054",Foreign Used,"₦ 6,130,000",4-Cylinder(I4),Approx. 1500,Dark Gray, (4.50)
226,Toyota,Toyota Sienna,2006,"96,800",Foreign Used,"₦ 5,780,000",6-Cylinder(V6),Approx. 2000,Silver, (4.50)
227,Toyota,Toyota Camry,2007,"86,998",Foreign Used,"₦ 5,330,000",6-Cylinder(V6),Approx. 1500,Silver, (4.50)
228,Toyota,Toyota Corolla,2008,"180,289",Foreign Used,"₦ 3,630,000",4-Cylinder(I4),Approx. 2500,Red, (4.00)
229,Toyota,Toyota Corolla,2013,"95,440",Foreign Used,"₦ 6,095,000",4-Cylinder(I4),Approx. 1500,Blue, (4.00)
230,Toyota,Toyota Highlander,2013,"95,348",Foreign Used,"₦ 10,830,000",6-Cylinder(V6),Approx. 2500,Blue, (4.50)
231,Hyundai,Hyundai Sonata,2015,"96,345",Foreign Used,"₦ 8,330,000",4-Cylinder(I4),Approx. 2500,Grey, (4.00)
232,Toyota,Toyota Matrix,2007,"169,259",Locally used,"₦ 3,645,000",4-Cylinder(I4),Approx. 2500,Silver, (4.00)
233,Toyota,Toyota Highlander,2015,"70,675",Foreign Used,"₦ 16,015,000",6-Cylinder(V6),Approx. 3500,Blue, (4.40)
234,Lexus,Lexus RX 350,2014,"100,000",Foreign Used,"₦ 15,015,000",6-Cylinder(V6),Approx. 3500,Black, (4.40)
235,Toyota,Toyota Corolla Sport,2009,"100,000",Foreign Used,"₦ 5,515,000",4-Cylinder(I4),Approx. 2000,Silver, (4.00)
236,Mercedes-Benz,Mercedes-Benz E 320,2005,"99,448",Foreign Used,"₦ 3,015,000",4-Cylinder(I4),Approx. 25,Black, (4.40)
237,Toyota,Toyota Hiace,2006,"112,336",Foreign Used,"₦ 9,060,000",4-Cylinder(I4),Approx. 2,Black, (4.00)
238,Toyota,Toyota Hiace,2012,"45,856",Foreign Used,"₦ 11,545,000",4-Cylinder(I4),Approx. 2400,Purple, (4.00)
239,Toyota,Toyota Corolla,2014,"93,200",Foreign Used,"₦ 7,215,000",4-Cylinder(I4),Approx. 1,Black, (4.40)
240,Honda,Honda CR-V,2009,"121,855",Foreign Used,"₦ 4,845,000",4-Cylinder(I4),Approx. 2,Blue, (4.00)
241,Toyota,Toyota Corolla,2005,"190,543",Foreign Used,"₦ 3,630,000",4-Cylinder(I4),Approx. 2500,Silver, (4.00)
242,Hyundai,Hyundai Elantra,2016,"74,000",Foreign Used,"₦ 6,230,000",5-Cylinder(I5),Approx. N/A,Gold, (4.00)
243,Toyota,Toyota Corolla,2008,"223,323",Foreign Used,"₦ 3,630,000",4-Cylinder(I4),Approx. 2500,Grey, (4.00)
244,Toyota,Toyota Matrix,2006,"101,711",Foreign Used,"₦ 3,630,000",4-Cylinder(I4),Approx. 2500,Dark Grey, (4.00)
245,Toyota,Toyota Corolla,2007,"205,262",Foreign Used,"₦ 3,630,000",4-Cylinder(I4),Approx. 2500,Blue, (4.00)
246,Toyota,Toyota Sequoia,2010,"263,789",Foreign Used,"₦ 12,030,000",6-Cylinder(V6),Approx. 1000,Grey, (4.10)
247,Lexus,Lexus ES 350,2013,"130,832",Foreign Used,"₦ 11,030,000",6-Cylinder(V6),Approx. 1000,Blue, (4.30)
248,Lexus,Lexus GX 460,2013,"81,911",Foreign Used,"₦ 27,015,000",8-Cylinder(V8),Approx. 1000,Black, (4.40)
249,Lexus,Lexus RX 350,2010,"130,864",Foreign Used,"₦ 11,015,000",6-Cylinder(I6),Approx. 1000,White, (4.40)
250,Toyota,Toyota 4-Runner,2016,"134,112",Foreign Used,"₦ 20,530,000",6-Cylinder(V6),Approx. 1000,White, (4.20)
251,Mitsubishi,Mitsubishi OUTLANDER,2012,"218,588",Foreign Used,"₦ 6,530,000",6-Cylinder(V6),Approx. 1500,White, (4.10)
252,Honda,Honda Civic,2012,"75,163",Foreign Used,"₦ 6,045,000",4-Cylinder(I4),Approx. 1000,Silver, (4.00)
253,Toyota,Toyota Corolla,2007,"101,305",Foreign Used,"₦ 3,630,000",4-Cylinder(I4),Approx. 2500,Blue, (4.00)
254,Toyota,Toyota Corolla,2008,"96,793",Foreign Used,"₦ 3,630,000",4-Cylinder(I4),Approx. 2500,Blue, (4.00)
255,Lexus,Lexus LX 570,2016,"113,486",Foreign Used,"₦ 75,015,000",8-Cylinder(V8),Approx. 4500,White, (4.20)
256,Toyota,Toyota RAV 4,2016,"84,983",Foreign Used,"₦ 20,015,000",4-Cylinder(I4),Approx. 2200,Black, (4.40)
257,Toyota,Toyota Corolla Sport,2016,"123,229",Foreign Used,"₦ 10,015,000",4-Cylinder(I4),Approx. 2000,Dark Grey, (4.20)
258,Mercedes-Benz,Mercedes-Benz GLK 350,2010,"86,000",Foreign Used,"₦ 9,330,000",6-Cylinder(V6),Approx. 2500,Gold, (4.50)
259,Toyota,Toyota Corolla,2008,"99,580",Foreign Used,"₦ 4,130,000",4-Cylinder(I4),Approx. 1000,Silver, (4.50)
260,Acura,Acura MDX,2015,"123,483",Foreign Used,"₦ 13,530,000",6-Cylinder(I6),Approx. 1000,Grey, (4.10)
261,Ford,Ford Edge,2010,"69,580",Foreign Used,"₦ 5,280,000",4-Cylinder(I4),Approx. 1500,White, (4.50)
262,Toyota,Toyota Venza,2015,"87,000",Foreign Used,"₦ 11,815,000",6-Cylinder(V6),Approx. 2000,White, (4.50)
263,Toyota,Toyota Venza,2009,"84,467",Foreign Used,"₦ 9,215,000",6-Cylinder(I6),Approx. 6,Blue, (4.30)
264,MINI,MINI Cooper S,2015,"43,714",Locally used,"₦ 13,515,000",4-Cylinder(I4),Approx. 1000,Black, (3.40)
265,Toyota,Toyota Avalon,2011,"151,864",Foreign Used,"₦ 8,545,000",6-Cylinder(I6),Approx. 6,Black And Orange, (4.40)
266,Toyota,Toyota Sienna,2012,"90,141",Foreign Used,"₦ 11,030,000",6-Cylinder(V6),Approx. 6,Silver, (4.40)
267,Toyota,Toyota Camry,2012,"175,688",Locally used,"₦ 4,830,000",6-Cylinder(I6),Approx. 3500,Silver, (4.00)
268,Honda,Honda Accord,2017,"52,092",Foreign Used,"₦ 11,030,000",4-Cylinder(I4),Approx. 1500,Black, (4.40)
269,Toyota,Toyota Highlander,2013,"45,237",Foreign Used,"₦ 12,630,000",6-Cylinder(V6),Approx. 1500,Dark Gray, (4.40)
270,Toyota,Toyota Hiace,2011,"148,526",Foreign Used,"₦ 11,015,000",4-Cylinder(I4),Approx. 2400,White, (4.10)
271,Toyota,Toyota Corolla,2500,"98,776",Foreign Used,"₦ 3,630,000",4-Cylinder(I4),Approx. 2500,Red, (4.00)
272,Toyota,Toyota Corolla,2008,"242,384",Foreign Used,"₦ 3,630,000",4-Cylinder(I4),Approx. 2500,White, (4.00)
273,Toyota,Toyota Corolla,2006,"179,604",Foreign Used,"₦ 3,630,000",4-Cylinder(I4),Approx. 2500,Gold, (4.00)
274,Toyota,Toyota Corolla,2005,"193,140",Foreign Used,"₦ 3,630,000",4-Cylinder(I4),Approx. 2500,Gold, (4.00)
275,Audi,Audi Q5,2013,"97,274",Locally used,"₦ 6,015,000",6-Cylinder(V6),Approx. 1000,Orange, (3.40)
276,Toyota,Toyota Corolla,2011,"104,763",Foreign Used,"₦ 4,845,000",4-Cylinder(I4),Approx. N/A,Silver, (4.00)
277,Toyota,Toyota Corolla,2014,"52,346",Foreign Used,"₦ 7,431,000",4-Cylinder(I4),Approx. N/A,Grey, (4.00)
278,Acura,Acura RDX,2017,"97,274",Foreign Used,"₦ 15,515,000",6-Cylinder(V6),Approx. N/A,White, (4.20)
279,Toyota,Toyota 4-Runner,2015,"61,438",Foreign Used,"₦ 22,530,000",6-Cylinder(I6),Approx. 1000,Grey, (4.40)
280,Toyota,Toyota Venza,2009,"96,000",Foreign Used,"₦ 8,765,000",6-Cylinder(V6),Approx. 2000,Dark Red, (4.50)
281,Toyota,Toyota Camry,2018,"38,815",Foreign Used,"₦ 17,815,000",4-Cylinder(I4),Approx. 2400,Black, (4.30)
282,Toyota,Toyota Camry,2018,"58,139",Foreign Used,"₦ 15,515,000",4-Cylinder(I4),Approx. N/A,Silver, (4.00)
283,Lexus,Lexus RX 350,2007,"31,083",Foreign Used,"₦ 6,615,000",6-Cylinder(V6),Approx. N/A,Gold, (4.40)
284,Lexus,Lexus RX 330,2005,"65,000",Foreign Used,"₦ 6,215,000",6-Cylinder(V6),Approx. N/A,Dark Silver, (4.40)
285,Toyota,Toyota RAV 4,2008,"146,495",Foreign Used,"₦ 5,730,000",4-Cylinder(I4),Approx. 2400,Gold, (4.00)
286,Mercedes-Benz,Mercedes-Benz S 63 AMG,2014,"56,151",Foreign Used,"₦ 40,330,000",8-Cylinder(V8),Approx. 5,White, (4.00)
287,Toyota,Toyota Corolla,2013,"135,437",Foreign Used,"₦ 5,515,000",4-Cylinder(I4),Approx. 1800,Blue, (4.00)
288,Lexus,Lexus ES 350,2013,"100,000",Foreign Used,"₦ 11,015,000",6-Cylinder(V6),Approx. 3500,Black, (4.40)
289,Ford,Ford Edge 3.5L,2013,"155,891",Locally used,"₦ 4,015,000",6-Cylinder(V6),Approx. N/A,Black, (4.00)
290,Toyota,Toyota Sienna,2008,"14,775",Foreign Used,"₦ 5,489,000",6-Cylinder(V6),Approx. N/A,Black, (4.50)
291,Mercedes-Benz,Mercedes-Benz CLA 180 Shooting Brake,2015,"123,556",Foreign Used,"₦ 13,530,000",4-Cylinder(I4),Approx. 2,Red, (4.30)
292,Mercedes-Benz,Mercedes-Benz C 300,2010,"85,945",Foreign Used,"₦ 6,830,000",6-Cylinder(V6),Approx. 3,Black, (4.50)
293,Toyota,Toyota Highlander,2014,"125,889",Foreign Used,"₦ 16,030,000",6-Cylinder(V6),Approx. 4,Black, (4.30)
294,Mitsubishi,Mitsubishi Pajero,2017,"13,925",Locally used,"₦ 18,045,000",6-Cylinder(V6),Approx. 4,Black, (4.50)
295,Toyota,Toyota Venza,2010,"145,991",Foreign Used,"₦ 9,830,000",4-Cylinder(I4),Approx. 3,Cream, (4.50)
296,Ford,Ford E 350,2011,"123,580",Foreign Used,"₦ 7,215,000",6-Cylinder(I6),Approx. 3000,Red, (4.20)
297,Honda,Honda Accord,2013,"4,354",Foreign Used,"₦ 5,815,000",4-Cylinder(I4),Approx. 4,Wine, (4.30)
298,Toyota,Toyota Sienna,2004,"210,886",Foreign Used,"₦ 4,830,000",6-Cylinder(I6),Approx. 6,Gold, (4.30)
299,Lexus,Lexus RX 350,2016,"94,598",Foreign Used,"₦ 24,515,000",6-Cylinder(V6),Approx. 1000,Black, (4.30)
300,Toyota,Toyota RAV 4,2005,"100,000",Foreign Used,"₦ 5,515,000",4-Cylinder(I4),Approx. 2200,White, (4.40)
301,Toyota,Toyota Venza,2015,"65,000",Foreign Used,"₦ 12,515,000",6-Cylinder(V6),Approx. 3800,White, (4.40)
302,Toyota,Toyota Venza,2010,"86,529",Foreign Used,"₦ 10,030,000",4-Cylinder(I4),Approx. 1000,White, (4.30)
303,Toyota,Toyota Highlander,2011,"198,217",Foreign Used,"₦ 11,530,000",6-Cylinder(V6),Approx. 1000,White, (4.10)
304,Mercedes-Benz,Mercedes-Benz GLK 350,2011,"146,814",Foreign Used,"₦ 10,530,000",6-Cylinder(V6),Approx. 1000,Silver, (4.30)
305,Toyota,Toyota RAV 4,2011,"108,951",Foreign Used,"₦ 7,515,000",4-Cylinder(I4),Approx. 2500,Silver, (4.20)
306,Toyota,Toyota Corolla,2015,"79,512",Foreign Used,"₦ 7,415,000",4-Cylinder(I4),Approx. 2800,Dark Gray, (4.00)
307,Toyota,Toyota Corolla,2014,"82,570",Foreign Used,"₦ 7,315,000",4-Cylinder(I4),Approx. 2500,Dark Grey, (4.00)
308,Toyota,Toyota Corolla,2017,"137,832",Foreign Used,"₦ 8,715,000",4-Cylinder(I4),Approx. 2500,Black, (4.00)
309,Lexus,Lexus ES 350,2007,"199,000",Foreign Used,"₦ 5,815,000",6-Cylinder(V6),Approx. N/A,White, (4.40)
310,Hyundai,Hyundai Sonata,2013,"147,253",Foreign Used,"₦ 4,930,000",5-Cylinder(I5),Approx. N/A,Blue Navy, (4.30)
311,Mercedes-Benz,Mercedes-Benz GLK 350,2014,"114,733",Foreign Used,"₦ 13,030,000",6-Cylinder(V6),Approx. 1000,Cream, (4.40)
312,Toyota,Toyota Camry,2005,"45,320",Foreign Used,"₦ 3,545,000",4-Cylinder(I4),Approx. 1000,Gold, (4.00)
313,Mazda,Mazda CX-9,2014,"97,224",Foreign Used,"₦ 8,015,000",6-Cylinder(V6),Approx. 3300,Dark Grey, (4.40)
314,Hyundai,Hyundai Sonata,2011,"22,000",Foreign Used,"₦ 5,115,000",4-Cylinder(I4),Approx. 2,Black, (4.00)
315,Mazda,Mazda CX-9,2013,"97,224",Foreign Used,"₦ 8,015,000",6-Cylinder(V6),Approx. 3300,Silver, (4.40)
316,Toyota,Toyota Venza,2015,"31,010",Foreign Used,"₦ 10,815,000",4-Cylinder(I4),Approx. 1000,Black, (4.40)
317,Land,Land Rover Range Rover,2011,"123,648",Foreign Used,"₦ 14,015,000",8-Cylinder(V8),Approx. 1000,Dark Blue, (4.40)
318,Toyota,Toyota Avalon,2019,"72,924",Foreign Used,"₦ 31,015,000",6-Cylinder(I6),Approx. 1000,Black, (4.20)
319,Lexus,Lexus ES 350,2009,"113,200",Foreign Used,"₦ 6,045,000",6-Cylinder(I6),Approx. 1000,Silver, (4.40)
320,Land,Land Rover Range Rover,2018,"18,181",Locally used,"₦ 65,605,000",8-Cylinder(V8),Approx. 5,Black, (3.50)
321,Toyota,Toyota RAV 4,2013,"32,613",Foreign Used,"₦ 12,515,000",4-Cylinder(I4),Approx. 2500,Amy Green, (4.20)
322,Toyota,Toyota Highlander,2012,"139,407",Foreign Used,"₦ 8,915,000",6-Cylinder(V6),Approx. 3300,Silver, (4.40)
323,Toyota,Toyota Corolla,2005,"73,523",Foreign Used,"₦ 3,915,000",4-Cylinder(I4),Approx. 1800,Dark Silver, (4.00)
324,Toyota,Toyota Camry,2014,"81,048",Foreign Used,"₦ 6,515,000",4-Cylinder(I4),Approx. 1000,Gold, (4.40)
325,Lexus,Lexus GX 460,2012,"89,000",Locally used,"₦ 13,965,000",8-Cylinder(V8),Approx. 1000,Black, (4.40)
326,Toyota,Toyota Corolla,2006,"98,562",Foreign Used,"₦ 3,865,000",4-Cylinder(I4),Approx. 2000,Gold, (4.00)
327,Honda,Honda Accord,2007,"98,000",Locally used,"₦ 1,315,000",4-Cylinder(I4),Approx. 2,Dark Grey, (3.40)
328,Toyota,Toyota Corolla,2005,"238,145",Locally used,"₦ 3,815,000",4-Cylinder(I4),Approx. 2000,Ash, (4.00)
329,Toyota,Toyota Corolla,2006,"110,428",Locally used,"₦ 3,815,000",4-Cylinder(I4),Approx. 2000,Grey, (4.00)
330,Toyota,Toyota Corolla,2007,"97,853",Locally used,"₦ 3,815,000",4-Cylinder(I4),Approx. 24000,Sliver, (4.00)
331,Toyota,Toyota Camry,2010,"79,188",Foreign Used,"₦ 5,415,000",4-Cylinder(I4),Approx. 2500,Golden Yellow, (4.00)
332,Chevrolet,Chevrolet Cruze,2014,"58,653",Foreign Used,"₦ 4,515,000",4-Cylinder(I4),Approx. 1400,Dark Grey, (4.20)
333,Mercedes-Benz,Mercedes-Benz GLE 400,2016,"73,000",Foreign Used,"₦ 28,015,000",6-Cylinder(V6),Approx. 3500,White, (4.00)
334,Mercedes-Benz,Mercedes-Benz C 300,2012,"97,573",Locally used,"₦ 7,515,000",6-Cylinder(V6),Approx. 3,Grey, (4.50)
335,Lexus,Lexus RX 350,2013,"103,195",Foreign Used,"₦ 14,515,000",6-Cylinder(V6),Approx. 3400,Silver, (4.40)
336,Toyota,Toyota Highlander,2011,"34,259",Foreign Used,"₦ 11,530,000",6-Cylinder(V6),Approx. N/A,Gray, (3.30)
337,Hyundai,Hyundai Sonata,2012,"110,657",Foreign Used,"₦ 5,715,000",4-Cylinder(I4),Approx. N/A,White, (4.00)
338,Ford,Ford Edge,2010,"97,654",Foreign Used,"₦ 5,145,000",6-Cylinder(V6),Approx. 1000,White, (4.40)
339,Lexus,Lexus RX 350,2012,"192,194",Foreign Used,"₦ 11,015,000",6-Cylinder(V6),Approx. 2350,Ash, (4.10)
340,Lexus,Lexus GX 460,2014,"123,751",Foreign Used,"₦ 26,015,000",6-Cylinder(V6),Approx. 3300,Off-White, (4.30)
341,Toyota,Toyota Camry,2006,"115,000",Foreign Used,"₦ 3,510,000",4-Cylinder(I4),Approx. N/A,White, (4.00)
342,Toyota,Toyota Camry,2009,"130,248",Foreign Used,"₦ 4,130,000",4-Cylinder(I4),Approx. 1,Dark Silver, (4.40)
343,Toyota,Toyota Corolla,2016,"160,654",Foreign Used,"₦ 7,715,000",4-Cylinder(I4),Approx. 2500,Red, (4.00)
344,Toyota,Toyota Camry,2007,"76,000",Foreign Used,"₦ 4,515,000",4-Cylinder(I4),Approx. 1,Dark Gray, (4.00)
345,Toyota,Toyota Camry,2012,"62,597",Locally used,"₦ 6,815,000",4-Cylinder(I4),Approx. 2500,Black, (4.00)
346,Toyota,Toyota Camry,2018,"85,000",Foreign Used,"₦ 15,015,000",4-Cylinder(I4),Approx. 1000,Silver, (4.20)
347,Toyota,Toyota Camry,2005,"86,790",Foreign Used,"₦ 3,330,000",4-Cylinder(I4),Approx. 2200,Gold, (4.00)
348,Toyota,Toyota Highlander,2014,"44,871",Foreign Used,"₦ 15,515,000",6-Cylinder(I6),Approx. 1000,Black, (4.40)
349,Toyota,Toyota Camry,2010,"58,268",Foreign Used,"₦ 5,830,000",4-Cylinder(I4),Approx. N/A,Gold, (4.20)
350,Toyota,Toyota Highlander,2006,"180,340",Locally used,"₦ 4,615,000",6-Cylinder(I6),Approx. N/A,Silver, (3.50)
351,Toyota,Toyota Camry,2009,"195,621",Foreign Used,"₦ 4,715,000",4-Cylinder(I4),Approx. 1000,Black, (4.00)
352,Toyota,Toyota Camry,2007,0,Foreign Used,"₦ 4,445,000",4-Cylinder(I4),Approx. N/A,Silver, (4.00)
353,Toyota,Toyota Tundra,2010,"210,604",Foreign Used,"₦ 9,506,000",8-Cylinder(V8),Approx. N/A,Red, (4.00)
354,Toyota,Toyota Highlander,2016,"68,987",Foreign Used,"₦ 15,840,000",6-Cylinder(V6),Approx. N/A,Maroon, (4.00)
355,Mercedes-Benz,Mercedes-Benz GLE 350,2016,"42,210",Foreign Used,"₦ 25,020,000",6-Cylinder(V6),Approx. N/A,White, (4.40)
356,Lexus,Lexus RX 350,2013,"74,653",Foreign Used,"₦ 12,270,000",6-Cylinder(V6),Approx. N/A,White, (4.00)
357,Lexus,Lexus RX 350,2010,"94,554",Foreign Used,"₦ 9,815,000",6-Cylinder(V6),Approx. N/A,Black, (4.50)
358,Toyota,Toyota Camry,2013,"21,748",Foreign Used,"₦ 6,519,000",4-Cylinder(I4),Approx. N/A,Red, (4.00)
359,Toyota,Toyota Camry,2013,"147,643",Locally used,"₦ 4,815,000",4-Cylinder(H4),Approx. 1000,Gray, (3.20)
360,Toyota,Toyota Corolla,2008,"96,589",Foreign Used,"₦ 4,230,000",4-Cylinder(I4),Approx. 1500,Dark Grey, (4.50)
361,Toyota,Toyota Sienna,2006,"147,404",Locally used,"₦ 5,280,000",6-Cylinder(V6),Approx. N/A,Dark Grey, (4.40)
362,Acura,Acura ZDX,2013,0,Foreign Used,"₦ 11,250,000",6-Cylinder(V6),Approx. 3,White, (4.40)
363,Toyota,Toyota RAV 4,2009,"129,000",Foreign Used,"₦ 7,240,000",6-Cylinder(V6),Approx. N/A,White, (4.40)
364,Toyota,Toyota Camry,2013,"141,944",Locally used,"₦ 5,115,000",4-Cylinder(I4),Approx. N/A,Black, (3.20)
365,Lexus,Lexus ES 350,2013,"48,220",Foreign Used,"₦ 13,515,000",6-Cylinder(I6),Approx. N/A,Silver, (4.20)
366,Pontiac,Pontiac Vibe,2009,0,Foreign Used,"₦ 4,440,000",4-Cylinder(I4),Approx. 3,Black, (4.40)
367,Toyota,Toyota Sienna,2006,"85,881",Foreign Used,"₦ 4,815,000",6-Cylinder(V6),Approx. N/A,Grey, (4.50)
368,Toyota,Toyota Highlander,2011,"53,214",Foreign Used,"₦ 10,215,000",6-Cylinder(V6),Approx. N/A,Grey, (4.00)
369,Toyota,Toyota Sienna,2015,"115,384",Foreign Used,"₦ 14,515,000",6-Cylinder(V6),Approx. 3500,Ash, (4.00)
370,Mercedes-Benz,Mercedes-Benz 350,2011,"169,508",Foreign Used,"₦ 6,815,000",6-Cylinder(I6),Approx. 2,Off White, (4.30)
371,Toyota,Toyota 4-Runner,2006,"102,571",Locally used,"₦ 6,725,000",6-Cylinder(V6),Approx. N/A,Red, (4.40)
372,Toyota,Toyota Corolla,2010,"194,955",Foreign Used,"₦ 5,315,000",4-Cylinder(I4),Approx. 1800,Blue, (4.10)
373,Toyota,Toyota Corolla,2010,"208,720",Foreign Used,"₦ 5,365,000",4-Cylinder(I4),Approx. 1800,Red, (4.00)
374,Chevrolet,Chevrolet Malibu,2017,"76,208",Foreign Used,"₦ 14,230,000",4-Cylinder(I4),Approx. 2500,Yellow, (4.00)
375,Toyota,Toyota Tacoma,2010,"126,604",Foreign Used,"₦ 11,515,000",6-Cylinder(V6),Approx. N/A,Dark Grey, (4.40)
376,Toyota,Toyota Tacoma,2006,"87,607",Foreign Used,"₦ 10,015,000",6-Cylinder(V6),Approx. N/A,Red, (4.00)
377,Lexus,Lexus IS 250,2014,"44,597",Foreign Used,"₦ 13,015,000",6-Cylinder(V6),Approx. 2500,White, (4.30)
378,Toyota,Toyota Hilux,2022,10,New,"₦ 38,230,000",4-Cylinder(I4),Approx. 2,Black,
379,Toyota,Toyota Tacoma,2008,"126,412",Foreign Used,"₦ 10,015,000",6-Cylinder(V6),Approx. N/A,Grey, (4.20)
380,Toyota,Toyota Hilux,2009,"335,817",Foreign Used,"₦ 10,515,000",4-Cylinder(I4),Approx. N/A,White, (4.20)
381,Mitsubishi,Mitsubishi L200,2021,"1,179",Locally used,"₦ 24,015,000",4-Cylinder(I4),Approx. N/A,White, (3.50)
382,Honda,Honda Accord,2012,"174,778",Foreign Used,"₦ 5,015,000",4-Cylinder(I4),Approx. N/A,Grey, (4.00)
383,Honda,Honda Crosstour,2013,"168,249",Foreign Used,"₦ 7,845,000",6-Cylinder(V6),Approx. N/A,Silver, (4.30)
384,Toyota,Toyota Sienna,2013,"70,609",Foreign Used,"₦ 7,961,000",6-Cylinder(V6),Approx. N/A,White, (4.40)
385,Toyota,Toyota Corolla,2009,"75,709",Foreign Used,"₦ 5,015,000",4-Cylinder(I4),Approx. 1800,Dark Grey, (4.20)
386,Toyota,Toyota Corolla,2017,"112,004",Foreign Used,"₦ 10,615,000",4-Cylinder(I4),Approx. N/A,Dark Green, (4.00)
387,Toyota,Toyota Highlander,2010,"75,649",Foreign Used,"₦ 10,015,000",6-Cylinder(V6),Approx. N/A,White, (4.30)
388,Ford,Ford Edge TIT. 3.5L,2016,"89,016",Foreign Used,"₦ 12,415,000",6-Cylinder(V6),Approx. 3300,Dark Gray, (4.40)
