brand,model,mileage,condition,year,color,engine_size,cylinder,price
Honda,Accord,245871,Nigerian Used,2008,Black,2500,NULL,"₦ 2,496,000"
Toyota,Highlander,141023,Nigerian Used,2009,Silver,2700,NULL,"₦ 5,250,000"
Jeep,Commander,164333,Nigerian Used,2006,Red,4700,NULL,"₦ 2,310,000"
Toyota,Corolla,251907,Nigerian Used,2006,White,1800,NULL,"₦ 2,820,000"
Toyota,Camry,259329,Nigerian Used,2008,Silver,2400,NULL,"₦ 2,625,000"
BMW,325i,246119,Nigerian Used,2007,Black,3000,NULL,"₦ 3,150,000"
BMW,5 Series,86880,Foreign Used,2013,White,2000,NULL,"₦ 8,925,000"
Toyota,Camry,335906,Nigerian Used,2007,Red,2400,NULL,"₦ 2,835,000"
Toyota,Corolla,203699,Nigerian Used,2005,Blue,2400,NULL,"₦ 2,496,000"
Honda,Pilot,165641,Nigerian Used,2006,Blue,3500,NULL,"₦ 1,785,000"
Toyota,Corolla,99999,Nigerian Used,2008,Gold,1800,NULL,"₦ 2,808,000"
Toyota,RAV4,300212,Nigerian Used,2003,Black,2400,4,"₦ 2,080,000"
Toyota,Avalon,108205,Nigerian Used,2002,Silver,3000,NULL,"₦ 2,088,000"
Honda,CR-V,179113,Nigerian Used,2008,Blue,2400,NULL,"₦ 2,730,000"
Toyota,Corolla,125935,Nigerian Used,2008,Black,1800,NULL,"₦ 2,310,000"
Toyota,Camry,409396,Nigerian Used,2002,Green,2400,NULL,"₦ 2,288,000"
Honda,CR-V,88452,Nigerian Used,2010,Black,2400,NULL,"₦ 3,848,000"
Toyota,Corolla,147462,Foreign Used,2008,Red,1800,NULL,"₦ 4,368,000"
Toyota,Corolla,185056,Nigerian Used,2005,Gray,1800,NULL,"₦ 2,100,000"
Toyota,RAV4,385142,Nigerian Used,2002,Blue,2000,NULL,"₦ 2,080,000"
Honda,CR-V,427036,Nigerian Used,2003,Brown,2400,4,"₦ 1,976,000"
Toyota,Sienna,154713,Nigerian Used,2004,Silver,3000,NULL,"₦ 2,625,000"
BMW,7 Series,207946,Foreign Used,2009,Gold,4400,NULL,"₦ 7,350,000"
Volkswagen,Routan,198556,Foreign Used,2010,White,4000,NULL,"₦ 3,780,000"
Toyota,Camry,282654,Nigerian Used,2002,Gray,2400,NULL,"₦ 1,872,000"
Toyota,Highlander,206371,Nigerian Used,2003,Silver,3000,NULL,"₦ 2,315,000"
Toyota,Camry,274463,Nigerian Used,2003,Silver,2400,NULL,"₦ 2,288,000"
Hyundai,Sonata,389502,Nigerian Used,2008,Blue,2400,NULL,"₦ 1,890,000"
Toyota,Corolla,167832,Nigerian Used,2005,Blue,1800,NULL,"₦ 2,315,250"
Lexus,ES,292932,Nigerian Used,2003,Beige,3300,6,"₦ 2,310,000"
Mercedes-Benz,C300,99220,Nigerian Used,2008,Black,3000,NULL,"₦ 4,992,000"
Honda,FR-V,52537,Nigerian Used,2007,Black,1800,NULL,"₦ 4,725,000"
Toyota,Camry,154938,Nigerian Used,2010,Blue,2400,NULL,"₦ 2,730,000"
Volkswagen,Passat,84860,Nigerian Used,2016,Gray,1800,4,"₦ 5,250,000"
Nissan,Frontier,337481,Nigerian Used,2005,Black,4000,NULL,"₦ 2,787,750"
Volkswagen,Touareg,185499,Nigerian Used,2002,Gray,4900,6,"₦ 2,310,000"
Toyota,Sienna,170348,Foreign Used,2004,Gold,3300,NULL,"₦ 4,305,000"
Toyota,Camry,145980,Foreign Used,2010,Red,2400,NULL,"₦ 4,515,000"
Kia,Sorento,156233,Nigerian Used,2005,Purple,3500,NULL,"₦ 1,575,000"
Kia,Sorento,223888,Nigerian Used,2012,Black,3500,NULL,"₦ 3,725,000"
Chevrolet,Cruze,60647,Nigerian Used,2010,Black,1800,NULL,"₦ 2,625,000"
Honda,CR-V,478807,Nigerian Used,1997,Green,2000,NULL,"₦ 1,365,000"
Mitsubishi,Montero Sport,1,Nigerian Used,2001,Green,3000,NULL,"₦ 1,575,000"
Toyota,Corolla,87618,Nigerian Used,2005,Gray,1800,4,"₦ 2,205,000"
Toyota,Corolla,75000,Nigerian Used,2014,Silver,1800,4,"₦ 5,564,000"
Toyota,Corolla,198023,Nigerian Used,2007,Gray,1800,NULL,"₦ 2,512,000"
Honda,Accord,415171,Nigerian Used,2004,Red,2400,NULL,"₦ 1,560,000"
Toyota,Sienna,342471,Nigerian Used,2002,Silver,3000,6,"₦ 1,575,000"
Toyota,Camry,199999,Nigerian Used,2009,Black,3500,NULL,"₦ 2,625,000"
Honda,Accord,217460,Nigerian Used,2007,Gray,2400,6,"₦ 2,184,000"
Toyota,Corolla,173456,Nigerian Used,2005,Black,1800,NULL,"₦ 2,310,000"
Honda,Accord,230439,Nigerian Used,2013,Black,3500,NULL,"₦ 4,200,000"
Toyota,Corolla,299999,Nigerian Used,2005,Red,1800,NULL,"₦ 2,310,000"
Toyota,Corolla,224868,Nigerian Used,2009,Black,1800,NULL,"₦ 2,625,000"
Toyota,Avalon,163742,Nigerian Used,2008,Red,3500,NULL,"₦ 2,520,000"
Toyota,Camry,489949,Nigerian Used,2003,Silver,2400,NULL,"₦ 1,890,000"
Toyota,Avensis,131315,Nigerian Used,2005,Black,2000,4,"₦ 2,808,000"
Mazda,6,178653,Nigerian Used,2004,Silver,2000,NULL,"₦ 1,890,000"
Toyota,Highlander,310235,Nigerian Used,2003,Green,3000,NULL,"₦ 2,912,000"
Lexus,ES,122895,Nigerian Used,2007,Silver,3500,6,"₦ 2,415,000"
Honda,CR-V,176822,Nigerian Used,2003,Silver,2000,NULL,"₦ 2,100,000"
Mercedes-Benz,M Class,85319,Nigerian Used,2006,Blue,3500,NULL,"₦ 4,368,000"
Honda,Accord,198351,Nigerian Used,2008,Black,2400,NULL,"₦ 2,392,000"
Toyota,RAV4,85567,Nigerian Used,2008,Blue,2400,NULL,"₦ 2,940,000"
BMW,X6,136994,Nigerian Used,2010,Black,3000,NULL,"₦ 5,250,000"
Toyota,Corolla,182069,Nigerian Used,2005,Red,1800,NULL,"₦ 3,328,000"
Toyota,Camry,236002,Nigerian Used,2002,Silver,2400,NULL,"₦ 2,080,000"
Toyota,Camry,211173,Nigerian Used,2002,Silver,3000,6,"₦ 1,768,000"
Toyota,Camry,523045,Nigerian Used,2003,Gold,2400,NULL,"₦ 1,842,750"
Toyota,Corolla,299999,Nigerian Used,2005,Silver,1800,NULL,"₦ 2,912,000"
Nissan,Sentra,87221,Nigerian Used,2010,Gray,2000,NULL,"₦ 2,835,000"
Toyota,Camry,123584,Nigerian Used,2007,Green,2400,NULL,"₦ 3,640,000"
Toyota,Venza,147182,Nigerian Used,2012,White,2400,6,"₦ 7,280,000"
Toyota,Avalon,533974,Nigerian Used,2003,Black,3000,6,"₦ 1,664,000"
Toyota,Corolla,145488,Nigerian Used,2005,Red,1800,NULL,"₦ 2,912,000"
Toyota,Corolla,183440,Nigerian Used,2006,Gold,1800,NULL,"₦ 2,704,000"
Honda,CR-V,395067,Nigerian Used,2002,Blue,2400,NULL,"₦ 1,575,000"
Lexus,ES,354906,Nigerian Used,2004,Green,3300,6,"₦ 2,310,000"
Acura,MDX,140253,Nigerian Used,2007,Black,3700,NULL,"₦ 2,940,000"
Lexus,RX 450h,178280,Nigerian Used,2010,Gray,3500,NULL,"₦ 7,875,000"
Honda,Accord,189929,Nigerian Used,2006,Gold,2400,NULL,"₦ 1,976,000"
Toyota,Camry,118457,Nigerian Used,2008,Silver,2400,NULL,"₦ 2,520,000"
Toyota,Camry,394769,Nigerian Used,2002,Burgandy,3000,NULL,"₦ 1,664,000"
Hyundai,Elantra,410129,Nigerian Used,2010,Gray,1800,NULL,"₦ 2,600,000"
Honda,Accord,230439,Nigerian Used,2013,Black,3500,NULL,"₦ 4,200,000"
Lexus,RX 300,167599,Nigerian Used,2000,Gold,3000,NULL,"₦ 1,890,000"
Lexus,ES,354906,Nigerian Used,2004,Green,3300,6,"₦ 2,310,000"
Acura,MDX,140253,Nigerian Used,2007,Black,3700,NULL,"₦ 2,940,000"
Volvo,S80,318288,Nigerian Used,2000,Blue,2400,NULL,"₦ 1,260,000"
Toyota,Camry,290417,Nigerian Used,2001,Gold,2000,4,"₦ 1,456,000"
Lexus,RX 450h,178280,Nigerian Used,2010,Gray,3500,NULL,"₦ 7,875,000"
Honda,Pilot,160535,Nigerian Used,2006,Blue,3500,NULL,"₦ 2,808,000"
Hyundai,Sonata,151511,Nigerian Used,2009,Black,2000,NULL,"₦ 1,875,000"
Toyota,Camry,269312,Nigerian Used,2006,Gray,2400,NULL,"₦ 2,100,000"
Honda,Accord,233833,Nigerian Used,2009,Gray,2400,NULL,"₦ 2,756,000"
BMW,X1,42966,Foreign Used,2016,Gray,3500,NULL,"₦ 13,650,000"
Honda,Accord,278891,Nigerian Used,2005,Black,2400,NULL,"₦ 1,560,000"
Lexus,RX 350,181508,Nigerian Used,2007,Blue,3500,NULL,"₦ 3,990,000"
Toyota,Corolla,166931,Nigerian Used,2011,Gray,1800,NULL,"₦ 4,680,000"
Toyota,Highlander,232282,Nigerian Used,2011,White,3500,NULL,"₦ 6,615,000"
Ford,Galaxy,279313,Nigerian Used,2000,Green,2500,NULL,"₦ 1,575,000"
Toyota,Camry,290417,Nigerian Used,2001,Gold,2000,4,"₦ 1,456,000"
Toyota,Matrix,127856,Nigerian Used,2007,Silver,1800,NULL,"₦ 2,308,000"
Honda,Accord,207827,Nigerian Used,2003,Gold,2400,NULL,"₦ 1,260,000"
Honda,Accord,278891,Nigerian Used,2005,Black,2400,NULL,"₦ 1,560,000"
Volkswagen,Passat,319241,Nigerian Used,1999,Blue,1500,NULL,"₦ 1,260,000"
Toyota,Corolla,264590,Nigerian Used,2001,Silver,1800,NULL,"₦ 1,872,000"
Toyota,Corolla,204462,Nigerian Used,2008,Blue,1800,NULL,"₦ 2,100,000"
Honda,Pilot,160535,Nigerian Used,2006,Blue,3500,NULL,"₦ 2,808,000"
Lexus,GX,203896,Nigerian Used,2005,Black,4700,8,"₦ 5,720,000"
Lexus,RX 350,181508,Nigerian Used,2007,Blue,3500,NULL,"₦ 3,990,000"
Toyota,Highlander,202794,Nigerian Used,2002,Blue,3000,NULL,"₦ 1,910,000"
Toyota,Corolla,273720,Nigerian Used,2006,Black,1800,4,"₦ 1,890,000"
Toyota,Highlander,194694,Nigerian Used,2002,Blue,2400,NULL,"₦ 2,447,550"
Hyundai,Sonata,306131,Nigerian Used,2007,Red,2400,NULL,"₦ 1,995,000"
Ford,Transit,336467,Nigerian Used,2005,Gray,2000,NULL,"₦ 1,575,000"
Toyota,Corolla,273720,Nigerian Used,2006,Black,1800,4,"₦ 1,890,000"
Infiniti,QX4,274807,Nigerian Used,2003,Gold,3500,NULL,"₦ 1,260,000"
Lexus,RX 300,193031,Nigerian Used,2000,Black,3000,NULL,"₦ 1,569,750"
Toyota,Corolla,264590,Nigerian Used,2001,Silver,1800,NULL,"₦ 1,872,000"
Honda,Accord,250936,Nigerian Used,2005,Black,2400,NULL,"₦ 1,560,000"
Volvo,XC90,197453,Nigerian Used,2003,Silver,2900,NULL,"₦ 2,625,000"
Toyota,Camry,153276,Nigerian Used,2003,White,2400,NULL,"₦ 1,942,500"
Mazda,MPV,327637,Nigerian Used,2005,Gold,3000,NULL,"₦ 2,100,000"
Ford,Galaxy,279313,Nigerian Used,2000,Green,2500,NULL,"₦ 1,575,000"
Toyota,RAV4,326066,Nigerian Used,2006,Gray,2400,4,"₦ 2,625,000"
Opel,Zafira,278149,Nigerian Used,1999,Red,2300,NULL,"₦ 1,575,000"
Toyota,Corolla,204462,Nigerian Used,2008,Blue,1800,NULL,"₦ 2,100,000"
Hyundai,Elantra,195600,Nigerian Used,2012,Red,1800,NULL,"₦ 2,625,000"
Toyota,Camry,153276,Nigerian Used,2003,White,2400,NULL,"₦ 1,942,500"
Ford,Transit,336467,Nigerian Used,2005,Gray,2000,NULL,"₦ 1,575,000"
Hyundai,Ix35,116091,Nigerian Used,2011,Black,2000,NULL,"₦ 2,310,000"
Toyota,Camry,157036,Foreign Used,2010,Gold,2500,NULL,"₦ 5,200,000"
Toyota,Solara,249934,Nigerian Used,2004,Black,2400,4,"₦ 1,680,000"
Toyota,Land Cruiser Prado,187116,Nigerian Used,2006,Black,2700,NULL,"₦ 10,400,000"
Volvo,XC90,197453,Nigerian Used,2003,Silver,2900,NULL,"₦ 2,625,000"
BMW,530i,308700,Foreign Used,2003,Black,3000,NULL,"₦ 3,150,000"
Peugeot,307,100454,Foreign Used,2005,Blue,1400,NULL,"₦ 2,288,000"
Toyota,Tacoma,150327,Nigerian Used,2008,Black,4000,NULL,"₦ 5,386,500"
Volvo,XC90,306466,Nigerian Used,2008,Red,3200,NULL,"₦ 3,640,000"
Honda,CR-V,105738,Nigerian Used,2008,Blue,2400,NULL,"₦ 2,415,000"
Infiniti,FX35,62165,Nigerian Used,2005,Gray,3500,NULL,"₦ 1,880,000"
Peugeot,307,101422,Nigerian Used,2005,Purple,2000,NULL,"₦ 3,744,000"
Mercedes-Benz,GL-Class,216676,Nigerian Used,2007,Black,4500,8,"₦ 5,200,000"
Honda,Accord,219864,Nigerian Used,2008,Black,2400,NULL,"₦ 2,704,000"
Mercedes-Benz,M Class,256332,Nigerian Used,2008,Green,3500,NULL,"₦ 4,888,000"
Toyota,Solara,249934,Nigerian Used,2004,Black,2400,4,"₦ 1,680,000"
Lexus,GX,158377,Foreign Used,2011,White,4600,NULL,"₦ 17,010,000"
Nissan,Xterra,197343,Nigerian Used,2006,Black,4000,NULL,"₦ 3,675,000"
Honda,Accord,142845,Nigerian Used,2005,Black,2500,NULL,"₦ 1,323,000"
Toyota,Corolla,143330,Nigerian Used,2005,Blue,1800,NULL,"₦ 2,704,000"
Volkswagen,Golf,180592,Nigerian Used,2009,Black,1600,NULL,"₦ 2,625,000"
Toyota,Corolla,212412,Nigerian Used,2009,Black,1800,NULL,"₦ 2,730,000"
Jeep,Grand Cherokee,192059,Nigerian Used,2005,Black,3700,6,"₦ 1,250,000"
Honda,Accord,304762,Nigerian Used,2004,Green,2400,NULL,"₦ 1,260,000"
Toyota,Camry,358273,Nigerian Used,2000,White,2200,NULL,"₦ 1,253,333"
Toyota,Camry,168881,Nigerian Used,2007,Gray,2400,NULL,"₦ 2,415,000"
Honda,City,27941,Nigerian Used,2019,Black,1500,NULL,"₦ 5,250,000"
Kia,Cerato,71532,Nigerian Used,2010,Black,1800,NULL,"₦ 2,100,000"
Peugeot,307,101422,Nigerian Used,2005,Purple,2000,NULL,"₦ 3,744,000"
Hyundai,Sonata,86378,Nigerian Used,2013,Black,2400,NULL,"₦ 4,160,000"
Hyundai,Elantra,102058,Nigerian Used,2010,Teal,2000,4,"₦ 1,575,000"
Honda,Accord,251435,Nigerian Used,2007,Gray,3000,NULL,"₦ 1,575,000"
Toyota,Corolla,197810,Nigerian Used,2007,Silver,1800,NULL,"₦ 2,310,000"
Honda,Accord,398987,Foreign Used,2015,White,2400,4,"₦ 5,065,000"
Ford,Edge,132682,Nigerian Used,2011,Brown,3500,NULL,"₦ 3,675,000"
Honda,Accord,201329,Nigerian Used,2011,Off white,2000,NULL,"₦ 3,328,000"
Kia,Cerato,120182,Nigerian Used,2013,Red,1600,NULL,"₦ 2,625,000"
Honda,Accord,95535,Nigerian Used,2008,Gray,2400,NULL,"₦ 2,712,000"
Honda,CR-V,284471,Foreign Used,2013,White,2400,4,"₦ 6,510,000"
Honda,Pilot,156048,Nigerian Used,2003,Black,3500,NULL,"₦ 1,680,000"
Infiniti,FX35,62165,Nigerian Used,2005,Gray,3500,NULL,"₦ 1,880,000"
Jeep,Liberty,236492,Nigerian Used,2003,Black,3700,6,"₦ 1,785,000"
Ford,Escape,214273,Nigerian Used,2010,Matt Black,3000,NULL,"₦ 1,680,000"
Toyota,Camry,358273,Nigerian Used,2000,White,2200,NULL,"₦ 1,253,333"
Toyota,Camry,168881,Nigerian Used,2007,Gray,2400,NULL,"₦ 2,415,000"
Toyota,Highlander,249985,Nigerian Used,2005,Silver,3500,6,"₦ 1,942,500"
Infiniti,FX35,75099,Nigerian Used,2004,Silver,3500,NULL,"₦ 1,680,000"
Honda,Accord,226905,Nigerian Used,2003,Gray,2400,NULL,"₦ 1,365,000"
Toyota,Matrix,277221,Nigerian Used,2006,Blue,1800,NULL,"₦ 1,995,000"
Mercedes-Benz,C280,327703,Foreign Used,2007,Silver,3000,NULL,"₦ 2,940,000"
Mercedes-Benz,C300,75375,Foreign Used,2016,White,2000,NULL,"₦ 15,600,000"
Honda,City,27941,Nigerian Used,2019,Black,1500,NULL,"₦ 5,250,000"
Mercedes-Benz,C240,150000,Nigerian Used,2003,Silver,2400,NULL,"₦ 1,872,000"
Honda,Accord,201329,Nigerian Used,2011,Off white,2000,NULL,"₦ 3,328,000"
Volkswagen,Passat,167130,Nigerian Used,2013,Black,2500,NULL,"₦ 4,512,000"
Kia,Sorento,230721,Nigerian Used,2011,Black,2400,4,"₦ 5,250,000"
Toyota,Camry,79841,Nigerian Used,2012,Gray,3500,NULL,"₦ 3,675,000"
Honda,Accord,226905,Nigerian Used,2003,Gray,2400,NULL,"₦ 1,365,000"
Acura,MDX,144763,Nigerian Used,2008,Black,3700,6,"₦ 1,890,000"
Mercedes-Benz,C240,150000,Nigerian Used,2003,Silver,2400,NULL,"₦ 1,872,000"
Toyota,Camry,236947,Nigerian Used,2009,Black,3500,NULL,"₦ 2,635,000"
Geely,MK,690255,Nigerian Used,2008,Gray,2000,NULL,"₦ 1,575,000"
Toyota,Corolla,158668,Nigerian Used,2006,Gray,1800,NULL,"₦ 2,100,000"
Toyota,Camry,125817,Nigerian Used,2009,Silver,2400,NULL,"₦ 2,415,000"
Hyundai,Elantra,139569,Nigerian Used,2013,Off white,1800,NULL,"₦ 2,625,000"
Ford,Escape,214273,Nigerian Used,2010,Matt Black,3000,NULL,"₦ 1,680,000"
Toyota,Tacoma,150327,Nigerian Used,2008,Black,4000,NULL,"₦ 5,386,500"
Mercedes-Benz,E350,48595,Nigerian Used,2006,Burgandy,3500,NULL,"₦ 2,600,000"
Toyota,Highlander,249985,Nigerian Used,2005,Silver,3500,6,"₦ 1,942,500"
Toyota,Highlander,155243,Nigerian Used,2008,Black,3500,NULL,"₦ 4,935,000"
Toyota,Highlander,235145,Nigerian Used,2005,Silver,3500,NULL,"₦ 1,890,000"
Toyota,Highlander,44254,Nigerian Used,2012,Black,3500,NULL,"₦ 8,320,000"
Mercedes-Benz,M Class,268136,Foreign Used,2001,Green,3200,NULL,"₦ 2,940,000"
Ford,Edge,132682,Nigerian Used,2011,Brown,3500,NULL,"₦ 3,675,000"
Lexus,GX,158377,Foreign Used,2011,White,4600,NULL,"₦ 17,010,000"
Lexus,GS,214306,Nigerian Used,2006,Black,3000,NULL,"₦ 2,160,000"
Toyota,Camry,236947,Nigerian Used,2009,Black,3500,NULL,"₦ 2,635,000"
Honda,CR-V,139159,Foreign Used,2004,Brown,2400,NULL,"₦ 1,680,000"
Toyota,Corolla,85977,Nigerian Used,2011,Gray,1800,NULL,"₦ 3,952,000"
Mazda,5,215237,Nigerian Used,2009,Gray,2300,NULL,"₦ 2,625,000"
Lexus,ES,212816,Nigerian Used,2002,Silver,3000,NULL,"₦ 3,328,000"
Honda,Accord,146252,Nigerian Used,2011,White,2400,NULL,"₦ 2,415,000"
Lexus,IS,204677,Nigerian Used,2008,White,2500,NULL,"₦ 2,845,000"
BMW,X5,173220,Nigerian Used,2011,Silver,3000,6,"₦ 5,565,000"
Toyota,Sienna,198465,Nigerian Used,1998,Silver,3000,NULL,"₦ 1,260,000"
Lexus,GS,289882,Nigerian Used,2006,Black,4300,NULL,"₦ 3,640,000"
Toyota,Corolla,119579,Nigerian Used,2010,Red,1800,NULL,"₦ 2,730,000"
Toyota,Corolla,67206,Nigerian Used,2003,Gold,1800,NULL,"₦ 2,100,000"
Ford,Taurus,137376,Nigerian Used,2008,Gold,3500,NULL,"₦ 1,890,000"
Lexus,IS,204677,Nigerian Used,2008,White,2500,NULL,"₦ 2,845,000"
Honda,Accord,236645,Nigerian Used,2003,Black,1800,NULL,"₦ 2,288,000"
Toyota,Matrix,144013,Nigerian Used,2005,Blue,1800,4,"₦ 2,600,000"
Honda,CR-V,139159,Foreign Used,2004,Brown,2400,NULL,"₦ 1,680,000"
Lexus,RX 330,204939,Nigerian Used,2004,Gray,3300,NULL,"₦ 4,680,000"
Mercedes-Benz,E350,222810,Nigerian Used,2008,Silver,2500,NULL,"₦ 2,625,000"
Honda,Accord,196508,Nigerian Used,2003,Red,2400,4,"₦ 1,155,000"
Toyota,Camry,176694,Nigerian Used,2010,Silver,2500,4,"₦ 3,307,500"
BMW,X5,173220,Nigerian Used,2011,Silver,3000,6,"₦ 5,565,000"
Honda,Pilot,112492,Nigerian Used,2006,Green,3500,NULL,"₦ 1,680,000"
Toyota,Corolla,171903,Nigerian Used,2005,Silver,1800,NULL,"₦ 2,100,000"
Toyota,Camry,245989,Nigerian Used,2004,Gold,2400,NULL,"₦ 1,890,000"
Toyota,Corolla,171903,Nigerian Used,2005,Silver,1800,NULL,"₦ 2,100,000"
Honda,Accord,227409,Nigerian Used,2003,Gray,2400,NULL,"₦ 1,456,000"
Honda,Accord,47026,Nigerian Used,2003,Gray,2400,NULL,"₦ 1,456,000"
Toyota,Matrix,144013,Nigerian Used,2005,Blue,1800,4,"₦ 2,600,000"
Mitsubishi,Lancer,163121,Nigerian Used,2014,Silver,1600,NULL,"₦ 1,785,000"
Toyota,Camry,176694,Nigerian Used,2010,Silver,2500,4,"₦ 3,307,500"
Hyundai,Santa Fe,241992,Nigerian Used,2002,Brown,2700,NULL,"₦ 1,575,000"
Hyundai,Sonata,228985,Nigerian Used,2014,Blue,2400,NULL,"₦ 3,780,000"
Toyota,Camry,154459,Nigerian Used,2008,Black,2400,NULL,"₦ 2,625,000"
Mercedes-Benz,C-Class,144793,Nigerian Used,2006,Black,4000,NULL,"₦ 2,310,000"
Toyota,Highlander,303450,Nigerian Used,2006,Gray,3300,6,"₦ 3,640,000"
Lexus,GS,289882,Nigerian Used,2006,Black,4300,NULL,"₦ 3,640,000"
BMW,523i,206472,Nigerian Used,2004,Black,3000,NULL,"₦ 2,073,750"
Toyota,Highlander,137201,Nigerian Used,2008,Silver,2400,NULL,"₦ 7,280,000"
Hyundai,Sonata,228985,Nigerian Used,2014,Blue,2400,NULL,"₦ 3,780,000"
Honda,Accord,177975,Nigerian Used,2003,Blue,2000,NULL,"₦ 1,664,000"
Honda,Accord,95937,Nigerian Used,2008,Green,2400,4,"₦ 1,470,000"
Honda,Pilot,162901,Nigerian Used,2004,Black,3500,NULL,"₦ 1,470,000"
Lexus,RX 300,258416,Nigerian Used,2003,Blue,3000,NULL,"₦ 2,912,000"
Toyota,Camry,245989,Nigerian Used,2004,Gold,2400,NULL,"₦ 1,890,000"
Peugeot,307,744495,Nigerian Used,2008,Silver,1600,NULL,"₦ 1,872,000"
Toyota,Highlander,235145,Nigerian Used,2005,Silver,3500,NULL,"₦ 1,890,000"
Toyota,Camry,154459,Nigerian Used,2008,Black,2400,NULL,"₦ 2,625,000"
Nissan,Sunny,111765,Nigerian Used,2002,Blue,2000,NULL,"₦ 1,365,000"
BMW,523i,206472,Nigerian Used,2004,Black,3000,NULL,"₦ 2,073,750"
Ford,Edge,159032,Nigerian Used,2013,Black,2000,4,"₦ 3,675,000"
Volvo,XC90,256289,Nigerian Used,2004,White,3500,NULL,"₦ 2,100,000"
Lexus,ES,391415,Nigerian Used,2005,Green,3300,6,"₦ 2,646,000"
Lexus,ES,391415,Nigerian Used,2005,Green,3300,6,"₦ 2,646,000"
Nissan,Sunny,111765,Nigerian Used,2002,Blue,2000,NULL,"₦ 1,365,000"
Toyota,Corolla,231220,Nigerian Used,2004,Blue,1800,NULL,"₦ 1,900,000"
Honda,Accord Crosstour,145368,Nigerian Used,2010,Green,3500,NULL,"₦ 2,940,000"
Toyota,Camry,324262,Nigerian Used,2003,Blue,2400,NULL,"₦ 1,575,000"
Honda,Accord,219664,Nigerian Used,2006,Black,2000,NULL,"₦ 1,470,000"
Toyota,Corolla,153593,Nigerian Used,2013,White,1800,NULL,"₦ 3,591,000"
Honda,Pilot,291742,Nigerian Used,2004,Gold,3500,NULL,"₦ 1,575,000"
Mercedes-Benz,CLK,292618,Nigerian Used,2001,Silver,3200,NULL,"₦ 1,785,000"
Lexus,GX,15834,Foreign Used,2020,Black,4600,8,"₦ 45,360,000"
Mercedes-Benz,CLA-Class,306294,Foreign Used,2014,White,2000,NULL,"₦ 8,400,000"
Honda,Accord,156499,Nigerian Used,2003,Black,2400,NULL,"₦ 1,207,500"
Peugeot,307,306847,Nigerian Used,2008,Silver,1600,NULL,"₦ 1,560,000"
Kia,Cerato,250214,Nigerian Used,2010,Gray,1600,NULL,"₦ 1,375,000"
Toyota,Camry,157996,Nigerian Used,1999,Gold,2300,NULL,"₦ 1,352,000"
Ford,Edge,159032,Nigerian Used,2013,Black,2000,4,"₦ 3,675,000"
Peugeot,607,271172,Nigerian Used,2009,Black,2900,NULL,"₦ 1,575,000"
Honda,Pilot,104687,Nigerian Used,2006,Blue,3500,NULL,"₦ 1,890,000"
Volvo,XC90,420079,Foreign Used,2005,Red,2500,NULL,"₦ 1,375,000"
Toyota,Highlander,137201,Nigerian Used,2008,Silver,2400,NULL,"₦ 7,280,000"
Toyota,Camry,198464,Nigerian Used,2006,Gray,2400,NULL,"₦ 1,575,000"
Mercedes-Benz,S-Class,297274,Nigerian Used,2000,Gray,5000,8,"₦ 1,575,000"
Hyundai,Accent,96728,Foreign Used,2015,Silver,1200,NULL,"₦ 3,255,000"
Audi,Q7,229312,Nigerian Used,2011,Black,3500,6,"₦ 4,725,000"
Volkswagen,Passat,166502,Foreign Used,2008,Silver,2000,NULL,"₦ 2,415,000"
Nissan,Altima,343537,Nigerian Used,2011,Black,2500,NULL,"₦ 1,575,000"
Toyota,Corolla,297119,Nigerian Used,2003,Red,1800,NULL,"₦ 1,575,000"
Kia,Picanto,124551,Nigerian Used,2011,Red,1100,4,"₦ 1,365,000"
Toyota,Sienna,335088,Nigerian Used,2006,Silver,3300,NULL,"₦ 1,425,000"
Lexus,RX 330,100788,Foreign Used,2005,Gold,3300,NULL,"₦ 5,460,000"
Toyota,Corolla,201968,Nigerian Used,2005,Black,1800,NULL,"₦ 1,995,000"
Toyota,Camry,250632,Nigerian Used,2004,Green,2400,NULL,"₦ 2,028,000"
Honda,Accord,208331,Nigerian Used,2003,Black,2400,NULL,"₦ 1,302,000"
Kia,Cerato,111843,Nigerian Used,2012,Black,1600,NULL,"₦ 1,940,000"
Peugeot,607,271172,Nigerian Used,2009,Black,2900,NULL,"₦ 1,575,000"
Kia,Picanto,124551,Nigerian Used,2011,Red,1100,4,"₦ 1,365,000"
Cadillac,Escalade,25828,Nigerian Used,2007,Black,6200,NULL,"₦ 5,775,000"
Lexus,RX 300,149319,Nigerian Used,2002,Black,3000,NULL,"₦ 1,995,000"
Volvo,XC90,420079,Foreign Used,2005,Red,2500,NULL,"₦ 1,375,000"
Nissan,Altima,343537,Nigerian Used,2011,Black,2500,NULL,"₦ 1,575,000"
Mercedes-Benz,M Class,56481,Nigerian Used,2014,White,3500,NULL,"₦ 16,120,000"
Volkswagen,Passat,166502,Foreign Used,2008,Silver,2000,NULL,"₦ 2,415,000"
Toyota,Camry,198464,Nigerian Used,2006,Gray,2400,NULL,"₦ 1,575,000"
Honda,Accord,254876,Nigerian Used,2004,Black,2400,NULL,"₦ 1,260,000"
Honda,Crosstour,112197,Foreign Used,2012,Gray,3500,NULL,"₦ 5,355,000"
Hyundai,Accent,95634,Nigerian Used,2014,Black,1500,NULL,"₦ 2,100,000"
