brand,model,mileage,condition,year,color,engine_size,cylinder,price
Lexus,IS,133420,Nigerian Used,2008,Red,3500,NULL,"₦ 4,160,000"
Toyota,RAV4,270449,Nigerian Used,2007,Blue,2400,4,"₦ 3,150,000"
Mercedes-Benz,R-Class,172859,Nigerian Used,2012,Silver,3500,NULL,"₦ 6,300,000"
Nissan,Titan,224691,Nigerian Used,2004,Red,5600,NULL,"₦ 2,100,000"
Land Rover,Range Rover,72682,Nigerian Used,2012,Gray,4000,NULL,"₦ 6,380,000"
Hyundai,Elantra,91321,Nigerian Used,2013,Black,1800,NULL,"₦ 3,432,000"
Toyota,Camry,53724,Nigerian Used,2015,Black,2500,NULL,"₦ 6,090,000"
Toyota,Corolla,353300,Nigerian Used,2005,Silver,1800,NULL,"₦ 2,600,000"
Toyota,Corolla,353300,Nigerian Used,2005,Silver,1800,NULL,"₦ 2,600,000"
Toyota,Camry,53724,Nigerian Used,2015,Black,2500,NULL,"₦ 6,090,000"
Toyota,Camry,204250,Nigerian Used,2009,Silver,2400,NULL,"₦ 3,432,000"
Toyota,Venza,140635,Nigerian Used,2013,Silver,3500,NULL,"₦ 9,880,000"
Ford,Explorer,233283,Nigerian Used,2013,Black,3500,NULL,"₦ 4,725,000"
Ford,Sport Trac,241016,Nigerian Used,2007,Blue,4000,NULL,"₦ 3,710,000"
Toyota,Tacoma,104438,Foreign Used,2007,Blue,4000,NULL,"₦ 5,550,000"
Toyota,Tundra,311273,Foreign Used,2008,Red,5700,NULL,"₦ 6,300,000"
Toyota,HiAce,80513,Foreign Used,2007,Silver,2800,NULL,"₦ 9,450,000"
Toyota,Corolla,241182,Nigerian Used,2009,Red,1800,NULL,"₦ 3,536,000"
Toyota,RAV4,78836,Nigerian Used,2019,Blue,2500,NULL,"₦ 19,950,000"
Kia,Sorento,114189,Nigerian Used,2011,Black,3300,NULL,"₦ 4,095,000"
Toyota,Hilux,110928,Nigerian Used,2012,White,3500,NULL,"₦ 9,360,000"
Nissan,Cube,72529,Nigerian Used,2010,Gray,1800,NULL,"₦ 3,675,000"
Toyota,Camry,79354,Nigerian Used,2010,Gray,2500,NULL,"₦ 3,848,000"
Toyota,Hilux,110928,Nigerian Used,2012,White,3500,NULL,"₦ 9,360,000"
Toyota,Camry,79354,Nigerian Used,2010,Gray,2500,NULL,"₦ 3,848,000"
Toyota,Avalon,148988,Nigerian Used,2007,White,3500,NULL,"₦ 3,600,000"
Nissan,Cube,72529,Nigerian Used,2010,Gray,1800,NULL,"₦ 3,675,000"
Toyota,Corolla,160113,Nigerian Used,2011,Black,1800,NULL,"₦ 4,160,000"
Toyota,HiAce,80513,Foreign Used,2007,Silver,2800,NULL,"₦ 9,450,000"
Kia,Sorento,114189,Nigerian Used,2011,Black,3300,NULL,"₦ 4,095,000"
Toyota,Camry,179168,Nigerian Used,2007,Black,2400,NULL,"₦ 3,016,000"
Acura,TL,111334,Foreign Used,2012,White,3500,6,"₦ 7,592,000"
Toyota,Sienna,136775,Foreign Used,2006,Gold,3300,NULL,"₦ 4,305,000"
Toyota,Highlander,165406,Foreign Used,2015,Burgandy,3500,NULL,"₦ 14,175,000"
Toyota,Land Cruiser,103985,Nigerian Used,2014,Black,5700,NULL,"₦ 23,100,000"
Ford,Explorer,233283,Nigerian Used,2013,Black,3500,NULL,"₦ 4,725,000"
Mercedes-Benz,CLA-Class,132332,Foreign Used,2016,White,2000,NULL,"₦ 12,075,000"
Toyota,Camry,77532,Foreign Used,2006,Gray,2400,NULL,"₦ 4,160,000"
Toyota,Camry,230512,Foreign Used,2011,Silver,2500,4,"₦ 4,784,000"
Hyundai,Sonata,142243,Nigerian Used,2011,Beige,2400,NULL,"₦ 3,432,000"
Saturn,Vue,275713,Nigerian Used,2008,Blue,3600,NULL,"₦ 3,360,000"
Toyota,Land Cruiser,103985,Nigerian Used,2014,Black,5700,NULL,"₦ 23,100,000"
Toyota,Sienna,63713,Foreign Used,2011,Gray,350000,NULL,"₦ 7,350,000"
Lexus,ES,181974,Nigerian Used,2007,Red,3500,NULL,"₦ 3,640,000"
Toyota,Camry,300288,Nigerian Used,2007,Black,2400,NULL,"₦ 2,912,000"
Toyota,Camry,88333,Foreign Used,2011,Silver,2500,NULL,"₦ 4,992,000"
Mercedes-Benz,CLA-Class,101487,Foreign Used,2014,Gray,2000,NULL,"₦ 10,500,000"
Toyota,Tacoma,50290,Nigerian Used,2007,Blue,2700,NULL,"₦ 5,250,000"
Toyota,Corolla,235530,Nigerian Used,2011,Gray,1800,NULL,"₦ 4,160,000"
Hyundai,Veracruz,320904,Foreign Used,2008,Silver,3800,NULL,"₦ 4,725,000"
Mercedes-Benz,GLK-Class,182470,Foreign Used,2012,Gray,3500,6,"₦ 8,925,000"
Toyota,Corolla,187689,Nigerian Used,2009,Black,1800,NULL,"₦ 3,536,000"
Toyota,Corolla,80748,Nigerian Used,2009,Blue,1800,NULL,"₦ 3,276,000"
Toyota,RAV4,120446,Nigerian Used,2006,Silver,2700,NULL,"₦ 3,150,000"
Toyota,Avalon,137918,Foreign Used,2013,White,3500,NULL,"₦ 8,100,000"
Lexus,IS,117114,Foreign Used,2015,Black,2500,NULL,"₦ 14,768,000"
Toyota,Camry,88333,Foreign Used,2011,Silver,2500,NULL,"₦ 4,992,000"
Toyota,Camry,378925,Nigerian Used,2007,Gray,2400,NULL,"₦ 2,625,000"
Hyundai,Veracruz,320904,Foreign Used,2008,Silver,3800,NULL,"₦ 4,725,000"
Toyota,Camry,140842,Foreign Used,2011,Gray,2500,4,"₦ 4,992,000"
Lexus,ES,231791,Nigerian Used,2005,Green,3300,NULL,"₦ 3,536,000"
Toyota,Sienna,63713,Foreign Used,2011,Gray,350000,NULL,"₦ 7,350,000"
Toyota,Corolla,187689,Nigerian Used,2009,Black,1800,NULL,"₦ 3,536,000"
Toyota,Sequoia,198169,Nigerian Used,2008,Black,5700,NULL,"₦ 7,400,000"
Lexus,ES,93891,Nigerian Used,2012,White,3500,NULL,"₦ 4,830,000"
Toyota,Camry,300288,Nigerian Used,2007,Black,2400,NULL,"₦ 2,912,000"
Toyota,Corolla,115620,Foreign Used,2010,Red,1800,NULL,"₦ 4,315,000"
Acura,MDX,224589,Foreign Used,2007,Green,3700,NULL,"₦ 5,000,000"
Toyota,Sienna,160772,Foreign Used,2006,Silver,3500,NULL,"₦ 6,032,000"
Nissan,Kicks,12801,Nigerian Used,2020,Red,1600,NULL,"₦ 12,600,000"
Toyota,RAV4,120446,Nigerian Used,2006,Silver,2700,NULL,"₦ 3,150,000"
Lexus,IS,117114,Foreign Used,2015,Black,2500,NULL,"₦ 14,768,000"
Toyota,Camry,188413,Nigerian Used,2007,Red,2400,NULL,"₦ 3,224,000"
Toyota,Highlander,173811,Foreign Used,2008,Black,3300,NULL,"₦ 7,592,000"
Toyota,Avalon,137872,Foreign Used,2015,Black,3500,6,"₦ 12,480,000"
Ford,Edge,92118,Nigerian Used,2013,Gray,3500,NULL,"₦ 4,160,000"
Toyota,Corolla,95362,Nigerian Used,2009,White,1800,NULL,"₦ 3,848,000"
Ford,Edge,52184,Nigerian Used,2016,Black,3500,NULL,"₦ 14,560,000"
Toyota,Corolla,270248,Nigerian Used,2007,Green,1800,NULL,"₦ 3,640,000"
Lexus,ES,231791,Nigerian Used,2005,Green,3300,NULL,"₦ 3,536,000"
Ford,Explorer,259142,Foreign Used,2011,Blue,3500,NULL,"₦ 7,320,000"
Toyota,RAV4,100271,Nigerian Used,2009,Silver,3500,NULL,"₦ 4,004,000"
Toyota,Highlander,304319,Foreign Used,2006,Black,3300,NULL,"₦ 5,200,000"
Toyota,Highlander,182190,Foreign Used,2015,White,3500,NULL,"₦ 18,720,000"
Lexus,GX,169188,Nigerian Used,2014,White,4600,8,"₦ 19,880,000"
Toyota,Tacoma,50290,Nigerian Used,2007,Blue,2700,NULL,"₦ 5,250,000"
Mercedes-Benz,GL-Class,235543,Foreign Used,2007,Blue,4700,NULL,"₦ 6,090,000"
Ford,F-150,134680,Nigerian Used,2005,Blue,4600,8,"₦ 3,780,000"
Toyota,Hilux,189367,Nigerian Used,2012,White,2700,NULL,"₦ 6,300,000"
Toyota,Highlander,130781,Foreign Used,2012,Black,2700,6,"₦ 9,975,000"
Toyota,Camry,236152,Nigerian Used,2009,Silver,2500,NULL,"₦ 3,640,000"
Ford,Explorer,128563,Nigerian Used,2009,Brown,4000,NULL,"₦ 9,975,000"
Toyota,Highlander,146766,Foreign Used,2013,Gray,3500,NULL,"₦ 10,500,000"
Toyota,Camry,180398,Foreign Used,2007,Green,2400,NULL,"₦ 4,368,000"
Toyota,Highlander,220088,Nigerian Used,2013,Gray,3500,NULL,"₦ 7,500,000"
Lexus,GX,55940,Nigerian Used,2015,Black,4600,8,"₦ 19,760,000"
Honda,Crosstour,248100,Foreign Used,2012,Gray,3500,NULL,"₦ 6,000,000"
Toyota,Corolla,95362,Nigerian Used,2009,White,1800,NULL,"₦ 3,848,000"
Toyota,Camry,135586,Foreign Used,2003,Gold,3000,NULL,"₦ 3,640,000"
Dodge,Dakota,400101,Foreign Used,2006,White,3700,NULL,"₦ 3,885,000"
Ford,Edge,52184,Nigerian Used,2016,Black,3500,NULL,"₦ 14,560,000"
Toyota,Corolla,269139,Foreign Used,2011,Red,1800,NULL,"₦ 5,720,000"
Toyota,RAV4,248028,Foreign Used,2008,Blue,3500,NULL,"₦ 5,200,000"
Toyota,Camry,200685,Foreign Used,2006,Gold,3000,NULL,"₦ 3,952,000"
Toyota,Sienna,160772,Foreign Used,2006,Silver,3500,NULL,"₦ 6,032,000"
Toyota,Camry,178543,Foreign Used,2009,Red,2500,NULL,"₦ 4,888,000"
Toyota,RAV4,119933,Foreign Used,2015,Silver,2500,NULL,"₦ 11,960,000"
Lexus,ES,90453,Foreign Used,2008,Gold,3500,NULL,"₦ 5,320,000"
Lexus,ES,263487,Foreign Used,2008,Gray,3500,NULL,"₦ 5,250,000"
Volkswagen,Transporter,337753,Nigerian Used,1997,Green,2500,NULL,"₦ 2,835,000"
Toyota,Highlander,304319,Foreign Used,2006,Black,3300,NULL,"₦ 5,200,000"
Toyota,RAV4,101740,Nigerian Used,2008,Purple,3500,NULL,"₦ 3,432,000"
Honda,Ridgeline,125352,Nigerian Used,2007,Black,3500,NULL,"₦ 3,640,000"
Toyota,Camry,229969,Foreign Used,2007,Silver,2400,NULL,"₦ 4,368,000"
Mercedes-Benz,GLK-Class,138202,Foreign Used,2015,White,3500,NULL,"₦ 10,700,000"
Toyota,Corolla,115620,Foreign Used,2010,Red,1800,NULL,"₦ 4,315,000"
Toyota,Camry,135586,Foreign Used,2003,Gold,3000,NULL,"₦ 3,640,000"
Toyota,Camry,170067,Foreign Used,2011,Red,2500,NULL,"₦ 4,784,000"
Lexus,ES,104279,Nigerian Used,2010,Gray,3500,NULL,"₦ 5,720,000"
Toyota,Camry,225137,Nigerian Used,2007,Silver,2400,NULL,"₦ 3,120,000"
Toyota,Camry,178543,Foreign Used,2009,Red,2500,NULL,"₦ 4,888,000"
Lexus,ES,225619,Nigerian Used,2010,Black,3500,NULL,"₦ 4,200,000"
Toyota,Sienna,46438,Nigerian Used,2005,Blue,3300,NULL,"₦ 3,640,000"
Toyota,Camry,162528,Nigerian Used,2011,Gray,3500,NULL,"₦ 5,824,000"
Toyota,Camry,94944,Nigerian Used,2009,Burgandy,2400,4,"₦ 4,992,000"
Ford,Explorer,63304,Nigerian Used,2014,Red,3500,NULL,"₦ 8,320,000"
Toyota,Camry,343632,Nigerian Used,2009,Gray,2400,NULL,"₦ 3,952,000"
Toyota,Camry,95166,Nigerian Used,2007,Green,2400,NULL,"₦ 3,328,000"
Toyota,Camry,486279,Nigerian Used,2003,Silver,2400,NULL,"₦ 2,392,000"
Toyota,Camry,1,Nigerian Used,2006,Black,2400,NULL,"₦ 2,704,000"
Cadillac,SRX,287358,Nigerian Used,2010,Black,3000,NULL,"₦ 6,825,000"
Toyota,Camry,95166,Nigerian Used,2007,Green,2400,NULL,"₦ 3,328,000"
Honda,Crosstour,156715,Foreign Used,2013,Black,3500,NULL,"₦ 6,825,000"
Lexus,ES,205914,Nigerian Used,2005,Blue,3300,NULL,"₦ 3,328,000"
Toyota,Venza,210393,Nigerian Used,2010,Brown,3500,NULL,"₦ 6,240,000"
Toyota,Camry,143302,Nigerian Used,2012,Gray,2800,NULL,"₦ 7,800,000"
Toyota,Camry,91473,Nigerian Used,2012,Silver,2500,NULL,"₦ 4,680,000"
Toyota,Sienna,106153,Foreign Used,2011,Green,3500,6,"₦ 8,008,000"
Toyota,Camry,75123,Foreign Used,2011,Black,2500,NULL,"₦ 6,240,000"
Toyota,Camry,162528,Nigerian Used,2011,Gray,3500,NULL,"₦ 5,824,000"
Toyota,Highlander,113950,Foreign Used,2008,Blue,3500,NULL,"₦ 6,825,000"
Mercedes-Benz,E350,271535,Nigerian Used,2013,Black,3500,NULL,"₦ 11,440,000"
Toyota,RAV4,96832,Nigerian Used,2018,Gray,2400,NULL,"₦ 9,480,000"
Toyota,Venza,148016,Foreign Used,2010,Blue,3500,NULL,"₦ 10,440,000"
Mercedes-Benz,M Class,103700,Foreign Used,2010,Silver,3500,6,"₦ 9,568,000"
Toyota,Sienna,210408,Foreign Used,2007,White,3500,NULL,"₦ 6,032,000"
Toyota,Highlander,65042,Nigerian Used,2004,Red,3300,NULL,"₦ 4,152,000"
Ford,Edge,354304,Foreign Used,2008,Silver,3500,NULL,"₦ 4,472,000"
Toyota,RAV4,138782,Nigerian Used,2010,White,3500,NULL,"₦ 4,992,000"
Toyota,Highlander,201988,Nigerian Used,2008,Silver,3500,NULL,"₦ 6,760,000"
Lexus,ES,171774,Nigerian Used,2007,Gold,3500,NULL,"₦ 4,680,000"
Toyota,RAV4,141213,Nigerian Used,2006,Silver,2400,NULL,"₦ 4,160,000"
Lexus,ES,104279,Nigerian Used,2010,Gray,3500,NULL,"₦ 5,720,000"
Toyota,RAV4,107590,Foreign Used,2016,Red,2400,NULL,"₦ 11,025,000"
Toyota,Corolla,74654,Nigerian Used,2013,Black,1800,NULL,"₦ 4,680,000"
Toyota,RAV4,135267,Foreign Used,2016,Gray,2500,NULL,"₦ 16,640,000"
Toyota,Corolla,96505,Nigerian Used,2014,Blue,1800,NULL,"₦ 6,760,000"
Toyota,Camry,339273,Nigerian Used,2009,Black,3500,NULL,"₦ 3,328,000"
Toyota,Camry,150381,Foreign Used,2007,Gold,2400,NULL,"₦ 4,368,000"
Toyota,Sienna,169440,Foreign Used,2008,Blue,3500,NULL,"₦ 6,032,000"
Toyota,Camry,74425,Foreign Used,2007,Black,3500,NULL,"₦ 4,095,000"
Toyota,Venza,148016,Foreign Used,2010,Blue,3500,NULL,"₦ 10,440,000"
Toyota,Camry,268577,Foreign Used,2009,Black,2400,NULL,"₦ 4,200,000"
Toyota,Hilux,72288,Nigerian Used,2011,White,2700,NULL,"₦ 7,140,000"
Ford,Explorer,233154,Nigerian Used,2013,Black,3500,NULL,"₦ 7,072,000"
Mercedes-Benz,M Class,214407,Nigerian Used,2008,Silver,3500,NULL,"₦ 5,408,000"
Toyota,Camry,155389,Nigerian Used,2009,Silver,2400,NULL,"₦ 3,952,000"
Lexus,IS,142346,Nigerian Used,2009,Gray,2500,NULL,"₦ 5,200,000"
Toyota,RAV4,92686,Foreign Used,2007,White,3500,NULL,"₦ 6,032,000"
Toyota,Camry,90484,Nigerian Used,2007,Black,2400,NULL,"₦ 3,640,000"
Mercedes-Benz,C300,143900,Nigerian Used,2008,Gray,3000,NULL,"₦ 5,200,000"
Kia,Sorento,151314,Nigerian Used,2012,Brown,3500,NULL,"₦ 4,935,000"
Toyota,Camry,37451,Foreign Used,2020,Brown,2400,NULL,"₦ 23,920,000"
Land Rover,Range Rover Evoque,165454,Nigerian Used,2014,White,2000,NULL,"₦ 9,880,000"
Toyota,Corolla,184567,Nigerian Used,2013,Blue,1800,NULL,"₦ 4,472,000"
Hyundai,Elantra,249257,Foreign Used,2013,Black,1800,NULL,"₦ 5,720,000"
Toyota,Hilux,229329,Nigerian Used,2014,White,2700,NULL,"₦ 10,400,000"
Acura,MDX,198774,Foreign Used,2010,Silver,3700,NULL,"₦ 8,632,000"
Mercedes-Benz,GL-Class,113376,Nigerian Used,2009,Black,5500,NULL,"₦ 8,320,000"
Toyota,Camry,280289,Nigerian Used,2007,Black,3500,NULL,"₦ 2,625,000"
Toyota,Corolla,87422,Foreign Used,2010,Silver,1800,NULL,"₦ 5,200,000"
Toyota,Camry,200685,Foreign Used,2006,Gold,3000,NULL,"₦ 3,952,000"
Mercedes-Benz,GLK-Class,128298,Nigerian Used,2011,Off white,3500,NULL,"₦ 8,840,000"
Lexus,GX,47195,Nigerian Used,2017,Black,4600,NULL,"₦ 41,800,000"
Toyota,Venza,134592,Foreign Used,2013,Gray,3500,NULL,"₦ 12,480,000"
Mercedes-Benz,C300,137009,Foreign Used,2008,Black,3000,NULL,"₦ 5,620,000"
Toyota,RAV4,187274,Foreign Used,2010,Black,3500,NULL,"₦ 7,072,000"
Toyota,Camry,168215,Nigerian Used,2007,Black,2400,NULL,"₦ 3,328,000"
Toyota,Hilux,229329,Nigerian Used,2014,White,2700,NULL,"₦ 10,400,000"
Land Rover,Range Rover Evoque,165454,Nigerian Used,2014,White,2000,NULL,"₦ 9,880,000"
Mercedes-Benz,CLA-Class,190355,Foreign Used,2015,Gray,2000,NULL,"₦ 13,000,000"
Hyundai,Elantra,249257,Foreign Used,2013,Black,1800,NULL,"₦ 5,720,000"
Lancia,Thesis,214524,Foreign Used,2007,White,2800,NULL,"₦ 3,990,000"
Toyota,Corolla,98119,Nigerian Used,2011,Red,1800,NULL,"₦ 4,680,000"
Toyota,Camry,155389,Nigerian Used,2009,Silver,2400,NULL,"₦ 3,952,000"
Toyota,Corolla,184567,Nigerian Used,2013,Blue,1800,NULL,"₦ 4,472,000"
Toyota,Land Cruiser Prado,2405,Nigerian Used,2019,Black,2700,NULL,"₦ 46,800,000"
Mercedes-Benz,G-Class,57754,Foreign Used,2015,Gray,5500,NULL,"₦ 57,750,000"
Mercedes-Benz,GL-Class,113376,Nigerian Used,2009,Black,5500,NULL,"₦ 8,320,000"
Nissan,Rogue,163603,Nigerian Used,2009,Silver,2500,NULL,"₦ 3,150,000"
Mercedes-Benz,GLK-Class,128298,Nigerian Used,2011,Off white,3500,NULL,"₦ 8,840,000"
Lexus,GX,47195,Nigerian Used,2017,Black,4600,NULL,"₦ 41,800,000"
Toyota,Sienna,139079,Foreign Used,2011,Silver,3500,6,"₦ 8,375,000"
Mercedes-Benz,GL-Class,122342,Nigerian Used,2007,Black,4700,NULL,"₦ 6,240,000"
Hyundai,Santa Fe,140588,Foreign Used,2007,Blue,3300,NULL,"₦ 4,264,000"
Toyota,Highlander,425506,Foreign Used,2005,Green,3300,NULL,"₦ 5,616,000"
Toyota,Sienna,210408,Foreign Used,2007,White,3500,NULL,"₦ 6,032,000"
Toyota,Corolla,118485,Foreign Used,2009,Silver,1800,NULL,"₦ 5,200,000"
Toyota,Camry,175598,Nigerian Used,2012,Silver,2500,NULL,"₦ 7,072,000"
Toyota,Tundra,302015,Nigerian Used,2007,Black,5700,8,"₦ 8,400,000"
Toyota,Camry,148323,Foreign Used,2012,Red,2500,NULL,"₦ 5,880,000"
Toyota,Tacoma,204665,Foreign Used,2012,Gray,4000,6,"₦ 13,000,000"
Ford,Edge,259900,Nigerian Used,2008,Black,3500,6,"₦ 3,328,000"
Toyota,Camry,114504,Foreign Used,2013,Silver,2500,NULL,"₦ 6,300,000"
Toyota,Venza,156769,Foreign Used,2010,Blue,3500,NULL,"₦ 10,400,000"
Ford,Edge,372747,Foreign Used,2007,Black,3500,NULL,"₦ 3,990,000"
Hyundai,Santa Fe,127191,Nigerian Used,2008,Black,3300,6,"₦ 2,310,000"
Toyota,Sienna,156159,Nigerian Used,2006,Silver,3300,NULL,"₦ 2,100,000"
Mercedes-Benz,R-Class,172859,Nigerian Used,2012,Silver,3500,NULL,"₦ 6,300,000"
Toyota,Venza,255069,Nigerian Used,2010,Green,2700,NULL,"₦ 5,720,000"
Toyota,Camry,225586,Nigerian Used,2007,Black,2400,NULL,"₦ 2,415,000"
Audi,A4,198759,Nigerian Used,2000,Beige,2000,NULL,"₦ 1,050,000"
Honda,CR-V,185365,Nigerian Used,2005,White,2000,4,"₦ 1,960,000"
Peugeot,307,738953,Nigerian Used,2008,White,2000,NULL,"₦ 1,365,000"
Volvo,XC70,301419,Foreign Used,2005,Silver,2500,NULL,"₦ 2,730,000"
Toyota,Camry,16124,Nigerian Used,2007,Blue,3500,NULL,"₦ 2,100,000"
Toyota,Sienna,164082,Nigerian Used,2006,White,3300,NULL,"₦ 2,920,000"
Mercedes-Benz,E300,1100,Foreign Used,2017,Red,2000,NULL,"₦ 19,050,000"
Toyota,Camry,332837,Nigerian Used,2002,Blue,2400,NULL,"₦ 1,612,000"
Lexus,IS,126208,Nigerian Used,2011,Black,2500,NULL,"₦ 4,200,000"
Lexus,RX,171005,Foreign Used,2005,Silver,3300,6,"₦ 6,240,000"
Ford,Edge,360099,Foreign Used,2011,White,3500,NULL,"₦ 5,670,000"
Toyota,Camry,289750,Nigerian Used,2009,Black,2400,NULL,"₦ 3,120,000"
Ford,Edge,133160,Nigerian Used,2010,Red,3500,NULL,"₦ 5,200,000"
Toyota,Highlander,141947,Foreign Used,2008,Gray,3500,6,"₦ 7,800,000"
Toyota,Camry,171063,Foreign Used,2009,Silver,2400,NULL,"₦ 4,784,000"
Toyota,Tundra,51535,Nigerian Used,2008,Gray,5700,NULL,"₦ 10,400,000"
Mercedes-Benz,M Class,84303,Foreign Used,2014,Black,3500,NULL,"₦ 15,080,000"
Cadillac,SRX,287358,Nigerian Used,2010,Black,3000,NULL,"₦ 6,825,000"
Toyota,Highlander,113024,Foreign Used,2002,Blue,3000,NULL,"₦ 5,200,000"
Infiniti,JX,260545,Foreign Used,2013,Silver,3500,NULL,"₦ 9,360,000"
Lexus,IS,170491,Foreign Used,2009,Silver,2500,NULL,"₦ 5,720,000"
Toyota,Camry,342874,Nigerian Used,2004,Blue,3000,NULL,"₦ 2,600,000"
Toyota,Sienna,157753,Nigerian Used,2012,Gray,3500,NULL,"₦ 7,800,000"
Toyota,Camry,105430,Foreign Used,2007,Gray,2400,NULL,"₦ 4,680,000"
Lexus,RX,202365,Foreign Used,2004,Blue,3300,NULL,"₦ 6,240,000"
Toyota,Highlander,107641,Foreign Used,2008,Blue,3500,NULL,"₦ 8,112,000"
Toyota,Highlander,259667,Nigerian Used,2010,Silver,350000,NULL,"₦ 7,280,000"
Lexus,ES,236543,Nigerian Used,2007,Black,3500,6,"₦ 3,952,000"
Mercedes-Benz,GL-Class,110210,Nigerian Used,2015,Silver,3500,NULL,"₦ 26,000,000"
Toyota,Venza,204741,Foreign Used,2009,White,3500,6,"₦ 8,400,000"
Toyota,RAV4,107590,Foreign Used,2016,Red,2400,NULL,"₦ 11,025,000"
Toyota,Camry,173541,Foreign Used,2004,Blue,2400,NULL,"₦ 3,432,000"
Honda,Ridgeline,298936,Foreign Used,2006,Gray,3500,6,"₦ 6,448,000"
Toyota,Camry,219135,Foreign Used,2013,Black,2500,NULL,"₦ 5,250,000"
Toyota,Corolla,103595,Foreign Used,2016,Black,1800,NULL,"₦ 7,140,000"
Lexus,ES,143371,Foreign Used,2011,Silver,3500,6,"₦ 6,300,000"
Lexus,GX,305087,Nigerian Used,2004,Black,4700,NULL,"₦ 5,200,000"
Toyota,Camry,198522,Nigerian Used,2007,Gray,2400,NULL,"₦ 3,120,000"
Toyota,Corolla,285020,Foreign Used,2008,Gray,1800,NULL,"₦ 4,368,000"
Lexus,ES,217281,Nigerian Used,2005,Silver,330000,NULL,"₦ 3,224,000"
Infiniti,JX,260545,Foreign Used,2013,Silver,3500,NULL,"₦ 9,360,000"
Toyota,Tundra,99670,Foreign Used,2012,White,4600,NULL,"₦ 12,600,000"
Pontiac,Vibe,190277,Foreign Used,2009,Blue,2400,NULL,"₦ 4,388,000"
Toyota,Corolla,159187,Nigerian Used,2012,Black,1800,4,"₦ 4,992,000"
Lexus,ES,236543,Nigerian Used,2007,Black,3500,6,"₦ 3,952,000"
Mercedes-Benz,M Class,84303,Foreign Used,2014,Black,3500,NULL,"₦ 15,080,000"
Lexus,RX,202365,Foreign Used,2004,Blue,3300,NULL,"₦ 6,240,000"
Lexus,IS,110417,Nigerian Used,2008,Red,2500,NULL,"₦ 3,465,000"
Mercedes-Benz,M Class,224238,Nigerian Used,2013,White,3500,NULL,"₦ 14,560,000"
Lexus,GX,305087,Nigerian Used,2004,Black,4700,NULL,"₦ 5,200,000"
Honda,Ridgeline,298936,Foreign Used,2006,Gray,3500,6,"₦ 6,448,000"
Lexus,IS,170491,Foreign Used,2009,Silver,2500,NULL,"₦ 5,720,000"
Toyota,Camry,183540,Nigerian Used,2003,Silver,2400,NULL,"₦ 2,704,000"
Lexus,ES,143371,Foreign Used,2011,Silver,3500,6,"₦ 6,300,000"
Toyota,Corolla,87059,Nigerian Used,2009,Gold,1800,NULL,"₦ 3,536,000"
Toyota,Camry,55441,Nigerian Used,2012,Black,2500,NULL,"₦ 6,448,000"
Mercedes-Benz,M Class,205049,Foreign Used,2006,White,3500,NULL,"₦ 9,360,000"
Land Rover,Lr3,13172,Nigerian Used,2007,Black,4400,NULL,"₦ 5,250,000"
Toyota,Corolla,74654,Nigerian Used,2013,Black,1800,NULL,"₦ 4,680,000"
Hyundai,Sonata,214034,Foreign Used,2012,Black,2400,NULL,"₦ 5,200,000"
Toyota,4-Runner,318844,Nigerian Used,2005,Burgandy,4000,NULL,"₦ 5,200,000"
Mercedes-Benz,GLK-Class,156587,Foreign Used,2015,Silver,3500,NULL,"₦ 12,075,000"
Toyota,Corolla,96901,Foreign Used,2010,Red,1800,NULL,"₦ 6,760,000"
Toyota,Corolla,131885,Nigerian Used,2014,Black,1800,NULL,"₦ 5,375,000"
Lexus,ES,69929,Foreign Used,2013,Black,3500,6,"₦ 10,920,000"
Toyota,Highlander,113950,Foreign Used,2008,Blue,3500,NULL,"₦ 6,825,000"
Toyota,Camry,130544,Nigerian Used,2004,Blue,3000,NULL,"₦ 2,600,000"
Toyota,Tacoma,311069,Foreign Used,2008,Black,4000,NULL,"₦ 7,350,000"
Toyota,Highlander,156672,Nigerian Used,2008,Gold,3500,NULL,"₦ 6,240,000"
Toyota,Camry,171063,Foreign Used,2009,Silver,2400,NULL,"₦ 4,784,000"
Toyota,Corolla,39995,Nigerian Used,2014,Gray,1800,NULL,"₦ 5,824,000"
Toyota,Camry,133222,Nigerian Used,2003,Green,2400,NULL,"₦ 2,392,000"
Land Rover,Lr3,13172,Nigerian Used,2007,Black,4400,NULL,"₦ 5,250,000"
Mercedes-Benz,M Class,6369,Foreign Used,2015,Gray,3500,NULL,"₦ 14,910,000"
Toyota,Corolla,105417,Nigerian Used,2004,Gray,1800,4,"₦ 2,704,000"
Toyota,Highlander,121904,Foreign Used,2006,Gold,3300,NULL,"₦ 5,304,000"
Toyota,Corolla,87059,Nigerian Used,2009,Gold,1800,NULL,"₦ 3,536,000"
Toyota,Corolla,117068,Foreign Used,2012,Gray,1800,NULL,"₦ 5,512,000"
Toyota,Camry,55441,Nigerian Used,2012,Black,2500,NULL,"₦ 6,448,000"
Toyota,Highlander,151646,Nigerian Used,2008,Blue,3500,NULL,"₦ 5,000,000"
Mercedes-Benz,M Class,205049,Foreign Used,2006,White,3500,NULL,"₦ 9,360,000"
Lexus,ES,76023,Nigerian Used,2014,Silver,3500,NULL,"₦ 13,000,000"
Toyota,Corolla,113880,Nigerian Used,2004,Red,1800,NULL,"₦ 2,912,000"
